页码,汉字,拼音,Unnamed: 3,其他读法,标记,后续汉字,IPA识别
306,嬉,shi52,,,,游玩门朝到杭州西湖边去,ifltti
306,做嬉客,tso33shi33khaq3,,,,,tktktsoikʰaʔ
307,搅,kau335,,tne6;tne6,,玩儿小人一日到夜夜头困熟东都会出汗咯,kɒffilk
307,超超,tshau33tshau52,,,,散步,iiidaŋdaŋt
307,踱,doq23,,,,,
307,踢子,thiq3tsy55,,tsy3;tseq7,,,
307,办人家,baen11zeen11cia11,,gnin2ke1;ko1;ko1;ko1;cio1,,过家家,bȵiŋʔkoiti
307,造房子,zau115vaon55tsy52,,tsy3;tseq7,,一种儿童游戏以单腿跳跃踢石块进阶,fzɒvɒŋtsllik
307,取胜,chiu335seen52,,seen5;seon5,,,
307,取线绷,chiu335shien55pan52,,,,一种儿童游戏以棉线手戏取胜,tɕʰyɕipaŋflkf
307,乘风凉,dzeon11fon55lian52,,dzeon6;dzeon6,,小王来亨明堂里,idzŋfoŋliaŋlll
307,跳舞,thiau33wu33,,diau2wu2;wu4,,,tʰɒɦ
307,做戏文,tso33shi33veen33,,,,戏,tsoivẽtsoivẽ
307,钓鱼,tiau33yu33,,ng2,,,ttiɒŋ
307,斗蛐蛐,teu335chiu55chiu52,,teu5,,,
307,照照相,tsau33tsau33shian33,,shian5;shian5,,,ltsɒtsɒɕiaŋtsɒtsɒɕiaŋ
307,拍照相,phaq3tsau55shian52,,shian5;shian5,,,llpʰaʔtsɒɕiaŋpʰaʔtsɒɕiaŋ
307,照照片,tsau33tsau33phien33,,,,,lllltsɒktsɒpʰiẽtsptspʰiẽ
307,拍照片,phaq3tsau55phien52,,,,,lpʰaʔtsɒpʰiẽpʰaʔtspʰiẽ
307,放炮仗,faon33phau33tsan33,,phau5;phau5tsan5;dzan4,,,fɒŋpʰɒdzaŋlfɒŋpʰɒdzaŋ
307,放鹞,faon33liau33,,yau6;yau6,,放风筝,
307,摸青盲,mhoq3chin55ban52,,moq8;moq8man2;man2;man2;maon2;maon2;maon4,,捉迷藏,lmoʔtɕʰiŋmaŋmoʔtɕʰiŋbaŋi
307,躲静案伴伴,to335jin55een55boen55boen52,,boen4;boen6boen4;boen6,,,todiŋkʰobllb
307,躲在某处,to335dze55mu55chiu52,,uze4;ze4mu4;meu4chiu5;chiu5,,由几个人寻找,kt
307,老鹰拖小鸡,lau115in55tha55shiau55ci52,,lau4;lau6lric1;tho1,,一种儿童游戏老鹰以抓住小鸡,liŋtʰotklt
307,为胜,we11seen11,,seen5;seon5,,母鸡则尽力拦阻不让小鸡被抓,lllli
307,抢埭埭,chian335da55da52,,chian3;chian3da6;da6;da6;da6da6;da6;da6;da6,,抓起自己的一条腿跳着赛跑的一种游戏,
307,荡秋千,dan11chieu11chien11,,dan6;daon4;daon4;daon4;ddon4;daon6chieu1,,,
307,打水撇,to335sy55phiq54,,to3;tan3sy3;se3,,打水儿,taŋspʰiʔll
307,跳绳,thiau33zeon33,,diau2,,,ktʰiɒzəŋ
307,踢皮球,thiq3bi55jieu52,,,,,ttʰiʔbidʑi
308,流水,lieu11sy55,,sy3;se3,,游泳伊来亨河港里,liskk
308,流河,lieu11gho52,,,,,fliɦo
308,躲没头蒜,to335meq5deu55soen52,,,,潜泳,ltomʔdɤsik
308,躲潭,to335deen52,,doen2;doen2,,,
308,打球,to335jieu52,,to3;tan3,,,taŋdʑi
308,赛跑,sa33phau33,,phau1;bau2,,,sabɒ
308,跳高,thiau33kau33,,diau2,,,tʰiɒk
308,跳远,thiau33yoen33,,diau2,,,ktʰiɦi
308,踏高跷,daeq1kau55chiau52,,chiau1,,踩高跷,
308,打虎跳,to335hu55thiau52,,to3;tan3diau2,,两手上举后侧身按地翻转一周,taŋhutʰiɒltl
308,豁虎跳,huaq3hu55thiau52,,huaeq7;huaeq7;huaeq7;huaeq7diau2,,,hʔhutʰi
308,翻滚斗,faen33kuen55teu52,,kuen1;kuen3;kuen3;kuoen1;kuoen1;kuoen3teu5,,翻跟头,fæ̃kuẽt
308,翻畚斗,faen33peen55teu52,,teu5,,,
308,翻空心斗,faen33khuon55shin55teu52,,khuon5;khuon5teu5,,,ifkʰuoŋɕiŋpẽt
308,站着翻跟斗,dzaen115tsaq5faen55keon55teu52,,dzaq8;dzaq8teu5,,,
308,竖蜻蜓,zy115chin55tien52,,zy4;jiu4;jiu4;zhiu4shin1;shin1din2,,倒立,ʑyɕiŋdiŋ
308,倒爬,tau335bo52,,tau5,,出倒立用手走路,llltɒbotsʰʔllt
308,荡头晕,dan11deu11yoen11,,dan6;daon4;daon4;daon4;ddon4;daon6,,原地快速转圈,ɡŋɦiti
308,变戏法,pien33shi33faeq3,,,,要把戏,piẽifʔ
308,走棋,tseu335ji52,,,,下,tttatt
308,着棋,tsaq3ji52,,dzaq8;dzaq8,,,ttsaʔdʑi
308,打扑克,to335phoq5kheq54,,to3;tan3kheoq7;kheoq7,,,taŋpʰoʔkʰʔ
308,叉麻将,tsha33mo55cian52,,l3tg2;tsho1mo2;mo2;mo2;mo2ciaf1;cian5,,打麻将将为雀旧音,tsʰomotiaŋltɕʰiaʔ
308,游九和,yeu11cieu55wu52,,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6,,打牌九,iŋklɦitɕiɤɦukt
308,推牌九,the33ba55cieu52,,,,,ftʰbatɕiɤ
308,柯棋老虎,ko33ji55lau55hu52,,ko1;kho1lau4;lau6,,抓象子以将士相等的大小比输,
308,赢,zhin231,,yin2,,拘方言字本字为集韵枯驾切持也,ktt
308,猜谜,tshe33mi52,,mi2;me2,,,tsʰpm
308,猜拳,tshe33jioen52,,,,,sʰdi
308,豁拳,huaq3jioen52,,huaeq7;huaeq7;huaeq7;huaeq7,,,huʔdʑiø
309,嬉赌,shi33tu55,,,,赌博,it
309,赢,zhin231,,yin2,,,ɦiŋ
309,输,shiu52,,,,,ɕy
309,要,iau52,,tau1;iau5,,,fiɒit
309,要,iau52,,tau1;iau5,,不要弗要的合音,fiɒit
309,欢喜,huoen33shi55,,,,喜欢,khui
309,容,yon231,,yon2;yon4,,宠爱,ʑɦioŋ
309,值细,dzeoq1shi55,,boaz,,爱,
309,成细,dzeon11shi55,,dzeon4;dzeon4,,,
309,肉痛,gnio11thon11,,gnio6;gnhioq7;gnioq8;gnioq8,,心疼,ŋioʔtʰoŋ
309,眼热,ngaen115gniq54,,,,羡慕,ltŋæ̃niʔ
309,看相,kheen33shian33,,shian5;shian5,,看中,lkʰẽɕiaŋt
309,勿割舍,veq1keq5se52,,se3;se5;se5;so3;5o3;so5,,不舍得,ivʔkʔso
309,割舍,keq3se55,,se3;se5;se5;so3;5o3;so5,,舍得,lkʔsol
309,气勿过,chi33veq3ku33,,,,嫉妒学堂里表扬伊阿弟伊煞哉,ittʰivkuʔttt
309,讨厌,thau335ien52,,thau5;thau5,,,tfktʰɒiẽ
309,恶数,u33su33,,bosu3;su5;cn5,,厌恶偌是介咯行事要拨别人咯,usukltʰt
309,犯恶,vaen115u52,,bo,,,væ̃u
309,嫌憎,ien33tseon33,,,,嫌匆会划船港阔,tiẽtsŋt
309,误会,wu11kue11,,kue5;we6,,,ɦuɦu
309,恨,gheen11,,gheen6;gheon6,,,ttɦẽ
309,怪,kua335,,cpny;en,,,tkua
309,气,chi33,,,,,tʰi
309,生气,san33chi55,,san1;seon1,,,saŋtɕʰisaŋtɕʰi
309,发牌气,faeq3ba55chi52,,faeq7;faeq7,,,
309,发火,faeq3hu55,,faeq7;faeq7,,,kfʔhu
309,发极,faeq3jiq5,,faeq7;faeq7,,急怒,ifʔdʑiʔ
309,发废,faeq3fi55,,faeq7;faeq7,,轻浮过于兴奋,fʔfitf
310,第八章,di11paeq1tsaon11,,,,绍兴方言分类词汇下,
310,发,faeq45,,faeq7;faeq7,,忘乎所以,
310,见情,cien33jin33,,,,感谢伊是个帮诺偌捺个勿,ltɕiẽdʑiŋitʔ
310,服,voq23,,,,佩服个人本事大我真当得伊哉,voʔk
310,慌,huaon52,,,,,huɒŋ
310,怕,pho33,,,,,tpʰo
310,怕差,pho33tshy33,,crry1;tsha1;tsha3;tsho1;tsho1;tsho1,,害差,
310,勿好意思,veq1hau55i55sy52,,rdu5;hau3,,,vʔhɒis
310,难为情,naen11we55jin52,,naen2;naen6,,,tnæ̃ɦudʑiŋ
310,难为情相,naen11we55jin55shian52,,naen2;naen6shian5;shian5,,,lnæ̃ɦudʑiŋɕiaŋ
310,恳情,kheon335jin52,,,,求情,
310,对胃口,te33we33kheu33,,to5;te5;te5,,满意,tlltɦukʰ
310,安心,een33shin52,,,,,ɕiŋ
310,担心事,taen33shin55zy52,,taen1;taen5,,担心,ltiŋlll
310,愁,zeu231,,,,,z
310,急,ciq45,,,,着急,tɕiʔ
310,伤心,saon33shin52,,,,,sɒŋɕiŋ
310,塞心,sa33shin33,,sa5;seoq7,,堵得慌,səʔiŋ
310,懊恼,au33nau55,,au5,,,ltɒnɒltt
310,懊,au52,,au5,,后悔葛桩事体我真当煞,ŋt
310,熬牢,ngau11lau52,,,,忍住,
310,坍台,thaen33the52,,de2,,脸,
310,晓得,shiau335teq54,,teq7;teoq7,,,iɒtəʔ
310,勿晓得,veq1shiau55teq54,,teq7;teoq7,,,vʔɕiɒtəʔ
310,懂,ton335,,,,,ltoŋ
310,勿懂,veq1ton55,,,,径,ʔvʔtoŋtɕiŋ
310,有数,yeu115su52,,su3;su5;cn5,,账明白,ɦisutsaŋl
310,接头,ciq3deu52,,,,了解伊咯事体我一些勿咯,tiʔdk
310,认得,zeen11teq1,,zeen6;gnin6teq7;teoq7,,,ȵiŋtəʔ
311,勿认得,veq1zeen55teq54,,zeen6;gnin6teq7;teoq7,,,vʔȵiŋtʔ
311,当心,taon33shin52,,taon1;taon5,,小心,tɒŋɕiŋ
311,做注意,tso33tsy33i33,,tsy3;ciu3;cru5;ciu5;ciu5;ciu5,,注意,ittsotssi
311,上心,zan115shin52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,用心,lzɒŋɕiŋf
311,发心,faeq3shin52,,faeq7;faeq7,,下决心要做某件事,kfʔɕiŋki
311,想,shian335,,,,,ɕiaŋ
311,记,ci33,,,,,itɕi
311,望,man11,,man6;maon6;maon6;vaon6,,期盼,lmɒŋ
311,傲,ngau11,,,,,ŋɒ
311,记挂,ci33kuo33,,,,,iltɕikuo
311,相信,shian33shin55,,shian5;shian5,,,fɕiaŋɕiŋ
311,疑心,gni11shin52,,,,怀疑疑惑,niɕiŋl
311,疑疑惑惑,gni11gni55woq5woq54,,,,豫,iŋiɦuoʔɦuoʔ
311,猜,tshe52,,,,,tsʰ
311,详,jian231,,,,,ifdʑiaŋ
311,猜测,tshe33tsheoq5,,,,,
311,估估,ku335ku52,,,,估算,lkukul
311,可可,kho335kho52,,,,,kʰokʰo
311,榷,chioeq45,,khoq7;khoq7;goq8;goq8;goq8;chioq7,,考虑,
311,料,liau11,,,,估计,
311,是,zy113,,ze4;ze4;zeq8,,,zzʔ
311,勿是,veq1zy55,,ze4;ze4;zeq8,,,vʔzvʔzʔ
311,像,jian113,,jian4;zhian4,,,ʑiaŋ
311,勿像,veq1jian55,,jian4;zhian4,,,vʔʑiaŋ
311,不像,peq3jian55,,piq7;piq7jian4;zhian4,,,
311,有,yeu113,,,,,ɦi
311,唔有,nh33yeu55,,hn1;gnh5;gnh5;ngh1;hgh1;ng2,,没有,ŋȵiɤɦ
311,来,le231,,,,在偌东何里,lnʔ
312,会,kue33,,kue5;we6,,会能够,ɦul
312,勿会,veq1kue55,,kue5;we6,,不会搞关系葛种事体我咯不能,vʔɦul
312,个事体我,ko33zy33thi33ngo33,,koo;ko5;cox;box,,咯弗会的合音字,lt
312,勿会,veq1kue55,,kue5;we6,,,vʔɦul
312,背得着,pe33teq5tsaq54,,pe1;pe5;pe5;be6;be6;be6teq7;teoq7dzaq8;dzaq8,,值得,fptʔdzaʔlt
312,值得过,dzeoq1teq5ku52,,boazteq7;teoq7,,,tidzəʔtəʔku
312,背勿着,pe33veq5tsaq54,,pe1;pe5;pe5;be6;be6;be6dzaq8;dzaq8,,不值得,pvʔdzaʔti
312,值勿过,dzeoq1veq5ku52,,boaz,,,ftdzəʔvʔku
312,来,le231,,,,,l
312,去,chi33,,chiu5;chiu5,,,tɕʰi
312,上,zan113,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,,lzɒŋ
312,落,loq23,,,,下,kloʔ
312,进,cin33,,,,,itɕiŋ
312,出,tsheq45,,tsheq7;tsheq7,,,tsʰʔ
312,过,ku33,,,,,ik
312,起,chi335,,chi3,,,ttɕʰi
312,上来,zan115le52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,,lzɒŋl
312,上去,zan115chi52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6chiu5;chiu5,,,lzɒŋlti
312,落来,loq1le52,,,,下来,kloʔl
312,落去,loq1chi55,,chiu5;chiu5,,下去,loʔtɕʰi
312,进来,cin33le33,,,,,iktiŋl
312,进去,cin33chi33,,chiu5;chiu5,,,tɕiŋtɕʰi
312,出来,tsheq3le52,,tsheq7;tsheq7,,,ltsʰʔl
312,出去,tsheq3chi55,,tsheq7;tsheq7chiu5;chiu5,,,tsʰʔti
312,过来,ku33le33,,,,,slkkul
312,过去,ku33chi33,,chiu5;chiu5,,,ikutɕʰi
312,回来,we11le52,,we2;we2,,,lkɦul
312,回去,we11chi55,,we2;we2chiu5;chiu5,,,llɦutɕʰi
312,起来,chi335le52,,chi3,,,ktɕʰili
313,勾肩搭背,keu33cien55taeq5pe52,,pe1;pe5;pe5;be6;be6;be6,,指两人关系亲密两个人多少,ktɕiẽtʔpkl
313,好味,hau335bi52,,rdu5;hau3b1o;mi6;mi6;vi6,,,
313,眯花眼笑,mhi33huo55ngaen55shiau52,,,,笑逐颜开伊看见就咯,llltmiuoŋæ̃iifl
313,跌跌幢,tiq3tiq5dzaon52,,,,行走不稳年纪大哉走路有,
313,些,soeq45,,bo5;5,,哉,
313,跌煞绊倒,tiq3saeq5paen55tau52,,paen5;boen4tau5,,,tiʔsʔpæ̃tɒtl
313,及啊,ji231,,jig8;jiq8;jiq8,&,,
313,做死做活,tso33sy33tso33weq3,,sy3;shi3wog8;woeq8;woq8;woq8,,拼命干活一日到夜为得啥呐,ftsoɕitsoɦuʔltlit
313,脸孔下落,lien115khuon55gho55loq54,,gho4;gho6;yo4,,变脸话得伊一句当时哉,liẽkʰuoŋɦoloʔilk
313,活脱活像,weq1theq5weq5jian52,,wog8;woeq8;woq8;woq8treq7;thoeq7;thoq7;thoq7wog8;woeq8;woq8;woq8jian4;zhian4,,很像因则娘咯,ɦuʔtʰøʔɦuʔʑiaŋkkll
313,看样学样,kheen33yan33yoeq3yan33,,yoeq8;ghoq8;ghoq8;yoq8,,学样小人蛮蛮会咯,ffkʰẽɦiaŋɦoʔɦiaŋtfl
313,哭作无赖,khoq3tseq5wu55la52,,khuoq7tsog7;tsoq7;tsoq7,,,fikʰoʔtsoʔɦulaʑi
313,哭丧着脸,khoq3saon55tsaq5lien52,,khuoq7dzaq8;dzaq8,,伊真朝咯勿晓得有,
313,啥事体,so33zy33thi33,,,,,
313,塞祭揉饱,sa33ci33dzeu33pau33,,sa5;seoq7zeu2;zeu2,,,
313,吃得太饱,keq3teq5tha55pau52,,keq7;chiq7teq7;teoq7,,偌咯夜头饭要要,
313,吃哉,keq3tsa52,,keq7;chiq7tsd1;tse1,,,lzʔ
313,寨出良心,dza11tsheq1lian11shin11,,za6;za6tsheq7;tsheq7,,没良心自勿好还要话别人,dzatsʰʔliaŋɕiŋtffl
313,潜清碧绿,jien11chin55piq5loq54,,,,池水清彻草木葱绿到得春天,kuaŋtɕʰiŋpiʔloʔtk
313,花园里,huo33yoen55li52,,li4;114;li4,,蛮蛮好看味,dtfl
313,清潜渗,chin33jien55seen52,,seen5;soen5,,,tɕʰiŋkuaŋliɒsli
313,个过老酒呐,ko33ku33lau33cieu33naeq3,,koo;ko5;cox;boxlau4;lau6naeq8;neq8,,,i
313,形容词,yin11yon55dzy52,,yon2;yon4uzy2;zy2,,,fi
313,大,da11,,do6,,,kdo
313,小,shiau335,,,,,ɕiɒ
313,韶,zau231,,,,指人或动物不大不小头人,zɒŋ
314,高,kau52,,,,指物老鹰飞得归去吃年糕老鹰飞得低归去吃,kɒzkɡ
314,只鸡,tsy335ci52,,tsy3;tseq7;ciq7;ciq7;ciq7;tseoq7,,,
314,长,tsan335,,tsan3;dzan2,,指人和物子筷,kdzaŋkkl
314,低,ti52,,,,指物,t
314,矮,a335,,,,指人子,ta
314,短,toen335,,,,指物筷,tt
314,粗,tshu52,,,,,ltsʰ
314,细,shi33,,,,,ɕi
314,远,yoen113,,,,,ɦiø
314,近,jin113,,,,,ildʑiŋ
314,阔,khueq45,,khuoeq7;khuoeq7;khuoeg7;khuoq7,,宽肩胛,kkʰuʔt
314,狭,ghaeq23,,,,窄马路,ɦʔ
314,厚,gheu113,,,,,lɦ
314,薄,bo11,,ooo;ooo,,,bʔ
314,薄泛,bo11faen11,,ooo;ooofaen5;vaeq8,,,boʔfæ̃
314,飘薄,phiau33bo55,,ooo;ooo,,不厚实天家风凉哉衣裳嫌憎哉,pʰiɒboʔʑʑtt
314,深,seen52,,,,,s
314,浅,chien335,,,,,toiẽ
314,空,khuon52,,khuon5;khuon5,,,kʰuoŋ
314,满,moen113,,,,,tm
314,多,to52,,,,,to
314,勿少,veq1sau55,,sau5,,,lvʔsɒʑ
314,稍多,sau33to52,,,,真朝客人来得,
314,少,sau335,,sau5,,,lsŋ
314,方,faon52,,,,,fɒŋ
314,圆,yoen231,,,,,ɦi
314,扁,pien335,,,,,piẽ
314,瘪,piq45,,,,不丰满嘴老太婆,
314,利,li11,,,,指谷粒等不饱满谷,
314,篆,dzeen113,,dzeen4;dzoen4,,,dz
314,窪,uo3333,,uo52,,洼生得一场病眼睛都进哉,
315,字,zy11,,,,本字不明,sll
315,凸,doeq23,,,,,dø
315,尖,cien52,,,,,tɕiẽ
315,快,khua33,,krua5;khau5,,锋利,tkkʰuat
315,钝,doen11,,,,,tdø
315,平,bin231,,,,,kbiŋ
315,正,tseon52,,tseon1;tseon5,,,ltsəŋ
315,歪,ua52,,,,不正,ua
315,反,faen335,,,,,f
315,倒,tau335,,tau5,,,ɒ
315,横,wan231,,wan2;wan6;wan6;uan1,,,fɦuaŋ
315,直,dzeoq23,,,,直杆要竖吓得寒毛管起,zəʔfilk
315,笃,toq45,,,,陡山介楚勿上去咯,toʔl
315,斜,zhia231,,,,,lʑia
315,算,soen33,,,,,ttɕʰia
315,弯,uaen52,,,,,uæ̃
315,亮,lian11,,,,,liaŋ
315,暗,een33,,,,,ẽ
315,红,won231,,,,,ɦuoŋ
315,橘红,cioeq3won52,,cioeq7;cioq7,,,tiɡʔuoŋi
315,黄,huaon52,,waon2,,,ɦuɒŋ
315,绿,loq23,,,,,loʔ
315,湖绿,wu11loq5,,,,,ɦloʔktt
315,青,chin52,,,,,tɕʰiŋlklʔ
315,蓝,laen231,,,,,l
315,藏青,dzaon11chin52,,dzaon4;dzaon4;dzaon4;dzaon6,,蓝中带黑穿得条咯长裤式个正式哉,dzɒŋtɕʰiŋ
315,紫,tsy335,,,,,ts
315,紫红,tsy335won52,,,,红中带紫,tsɦuoŋ
316,第八章,di11paeq1tsaon11,,,,,
316,黑,heoq45,,,,,həʔ
316,玄色,yoen11seoq5,,,,指布色黑总还是咯布头经俸,ztɦiɡsəʔl
316,白,baq23,,,,,baʔ
316,灰,hue52,,,,,hu
316,重,dzon231,,dzon4;dzon4,,,idzoŋ
316,轻,chin52,,,,,tʰiŋ
316,快,khua33,,krua5;khau5,,迅速,tkkʰuait
316,慢,maen11,,,,,m
316,燥,sau33,,,,干太阳猛衣裳当时哉,sɒ
316,潮,dzau231,,,,潮湿衣裳淀得浞雨有些哉,ŋ
316,湿,seq45,,,,,sʔ
316,浓,non231,,non2;gnion2,,,nioŋ
316,指茶浓,tsy335dzo55non52,,non2;gnion2,,茶,
316,淡,daen113,,,,,di
316,指茶不浓,tsy335dzo55peq5non52,,piq7;piq7non2;gnion2,,茶,
316,厚,gheu113,,,,,ɦɤl
316,指酒或粥浓,tsy335cieu55woq5tsoq5non52,,non2;gnion2,,老酒味道粥,
316,薄,bo11,,ooo;ooo,,指酒或粥不浓老酒味道粥楦大肚,itoʔklitti
316,疏,sy52,,gh5;tn5;t5;su1;su5,,稀疏葛件衣裳穿得好两年哉布都哉,tstkk
316,朗,laon113,,taon14;laon4,,雨起来哉,lɒŋk
316,密,miq23,,,,,miʔ
316,硬,ngan11,,,,,llŋaŋ
316,软,gnioen113,,,,,iɕ
316,糙,tshau33,,,,,tsʰɒ
316,黏,gnhien52,,,,,ȵi
316,滑,waeq23,,,,,ɦuʔ
316,紧,cin335,,,,,tɕiŋ
316,宽,khuoen52,,,,,kʰutklkf
316,宽松,khuoen33son52,,son1;son1,,期限两日式个紧稍为些好,
316,脆,tshe33,,,,,tsʰ
316,韧,zeen11,,zeen6;gnin6,,,ȵiŋ
316,纯,zeen231,,,,,z
316,杂,dzeoq23,,boaz,,不纯,aʔ
317,稳,uen335,,uen3;uoen3,,,uẽ
317,兀,ngeq23,,,,不稳只凳坐得有些要讴木作师父来修修哉,
317,鲜,shien52,,,,鲜活,tiẽt
317,蔫,ien52,,,,精神不振萎靡养老日日养小日日鲜,
317,清爽,chin33saon55,,,,,tiŋsɒŋlflftʔii
317,蛮,mhaen52,,mnaen1;maen2;maen2;mhaeq7,,,
317,清致,chin33tsy55,,tsy5;tsy5;tsy5;tsy5,,干净些水肩,tɕʰiŋtsklf
317,俸,fon33,,,,脏新衣裳穿得埭有些哉,foŋtk
317,灵清,lin11chin52,,,,清楚看勿,iliŋtiŋt
317,糊,wu231,,ghm;gnm;wu6,,模糊勿戴眼镜看东西有些咯,ll
317,清,chin52,,,,,tɕʰiŋ
317,浑,wen231,,wen2;wen4;wen4;wen4;wen4;wen4;wen4;woen2;woen2;woen4;woen4;woen4;woen4;woen4,,,ɦuẽ
317,仔洁,tsy335ciq54,,,,注意干净一百念个屎迹,fftstiʔ
317,整齐,tseon335ji52,,zhi2;zhi2;zhi2,,,ʔtsəŋʑik
317,齐崭,ji11tsaen55,,zhi2;zhi2;zhi2,,,ʑitsæ̃
317,乱,loen11,,,,,l
317,破,pha33,,phā5;pho5,,,pʰa
317,牢,lau231,,,,,l
317,葵,kue52,,kue1;gue2,,不结实葛东西忒个勿经用咯,ɡuipkl
317,勿牢,veq1lau52,,,,,vʔl
317,响,shian335,,,,,ɕiaŋ
317,幽,ieu52,,,,声音小无线电开得些,iɤ
317,闹热,nau11gniq1,,,,热闹,nɒnȵiʔtʰf
317,静,jin113,,,,安静,dʑiŋ
317,吵,tshau335,,,,吵闹,ktsʰɒ
317,清静,chin33jin55,,,,,tʰiŋʔdʑiŋ
317,冷清,lan115chin52,,lan4;leon4,,葛埭坞勿大有人咯忒个哉,
317,冷静,lan115jin52,,lan4;leon4,,,laŋdziŋttl
318,第八章,di11paeq1tsaon11,,,,绍兴方言分类词汇下,
318,好,hau335,,rdu5;hau3,,,hɒ
318,头挑,deu11thiau52,,thiau3,,最好的,tʰi
318,疫,yoeq23,,yoq8;yoeq8,,不好便宜货勿一定就,
318,勿好,veq1hau55,,rdu5;hau3,,,vʔhɒ
318,推为,the33we55,,,,差个人介咯,tʰɦula
318,楚脚,tshu335ciaq54,,,,,
318,对,te33,,to5;te5;te5,,正确,tk
318,勿对,veq1te55,,to5;te5;te5,,不正确,tvʔtl
318,各异,koq3zhi52,,yi2;yi2;yi2;yi6,,不一样葛人脾气星咯腰去理伊,koʔiɦfftlff
318,错,tsho33,,cstio5;tshoq7,,,tsʰo
318,错赚,tsho33dzaen33,,cstio5;tshoq7dzaen4;dzaen6,,有偶然出错的意思较错语气较轻伊是,tsʰoæ̃kt
318,咯,koq45,,,,偌安东心里,l
318,真,tseen52,,,,,its
318,假,cia335,,ctu5;cia5;ko3;cru5;ko3;ko5;ko5;ko5,,,ko
318,早,tsau335,,,,,tsɒ
318,迟,dzy231,,,,晚到,sd
318,夜,ya11,,,,指晚上时间的早或晚勿知勿觉天家介哉,ɦiattyŋlkʑk
318,生,san52,,san1;seon1,,,lsaŋ
318,熟,zoq23,,,,,zoʔ
318,老,lau113,,lau4;lau6,,,lɒ
318,嫩,noen11,,,,,tnø
318,新,shin52,,,,,ɕiŋ
318,旧,jieu11,,,,,lldʑiɤ
318,新鲜,shin33shien52,,,,,tɕiŋɕiẽ
318,生落,san33loq5,,san1;seon1,,,lsaŋloʔkttklltl
318,陈年,dzeen11gnien52,,,,不新鲜,dzŋi
318,陈年百果,dzeen11gnien55paq5ku52,,,,,ldzẽniẽpʔaʔku
319,怪,kua335,,cpny;en,,个事体是有些咯噢,kualll
319,稀奇,shi33ji52,,,,,idʑiʔ
319,古怪,ku335kua52,,cpny;en,,,kukua
319,还魂,waen11wen52,,waen2;waeq8wen2;woen2,,,kʔtii
319,加工废品,cia33kuon55fi55phin52,,ke1;ko1;ko1;ko1;cio1,,恢复原有性能使成为新产品,
319,纸,tsy335,,,,橡胶,
319,陌生,maq1san52,,san1;seon1,,,fmaʔsaŋ
319,烦难,vaen11naen52,,naen2;naen6,,,ɤvæ̃nkl
319,困难,khuen335naen52,,khuen5;khuen5;khuen5;khuen5;khuen5;khuoen3;khuoen5;khuoen5;khuoen5naen2;naen6,,托人做些事体有多少,
319,难,naen231,,naen2;naen6,,,n
319,便当,bien11taon52,,bien6taon1;taon5,,,bitɒŋ
319,容易,yon11yi55,,yon2;yon4yi6;yiq8,,,ɦioŋɦi
319,贵,ciu33,,kue5;kue5,,,tɕy
319,贱,jien11,,jien6;zhien6,,,
319,便宜,bien11gni52,,bien6i1;ghi2;i1,,,ibiini
319,挖打,uaeq3to55,,to3;tan3,,,tʔtaŋ
319,稀奇,shi33ji52,,,,稀罕,idʑiʔ
319,考究,khau335cieu52,,,,讲究衣裳做工蛮蛮咯,kʰɒtɕiiyil
319,热,gniq23,,,,,niʔ
319,泡,phau52,,phau1;phau5;phau5;phau5,,烫火火煞,tpʰɒikkt
319,冷,lan113,,lan4;leon4,,,ʔlaŋ
319,荫,eon33,,eon5;in1;ir1;in5;in5;ngh5,,凉个西瓜井水里激过有些带哉,iŋikzk
319,温吞,uen33thoen52,,uen1;uoen1,,指水不冷不热水戽浴恐怕欠热,utʰk
319,和暖,wu11noen55,,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6,,暖和三九四九捺个会有是介咯日子,flɦonllflltlf
319,荫凉,eon33lian33,,eon5;in1;ir1;in5;in5;ngh5,,指天气凉快秋老虎过哉天家落来哉,iŋliaŋtkkk
319,风凉,fon33lian52,,,,,foŋliaŋlllklk
319,甜,dien231,,,,,di
319,酸,soen52,,,,,s
319,市口,zy115kheu52,,,,略酸,tkʰɤ
320,第八章,di11paeq1tsaon11,,,,绍兴方言分类词汇下,
320,苦,khu335,,,,,kʰ
320,辣,laeq23,,,,,lʔ
320,咸,ghaen231,,ghaen2;ghaen2;yen2;yen2,,,lɦ
320,淡,daen113,,,,不咸,dæ̃
320,涩,seq45,,seoq7;seoq7,,,iʔs
320,只腻,tsy335gni52,,tsy3;tseq7;ciq7;ciq7;ciq7;tseoq7gni2;gni6,,油腻,tsʔȵik
320,油腻,yeu11gni52,,yeu2;yeu6gni2;gni6,,,ɦini
320,爽口,saon335kheu52,,,,,sŋkʰlkitl
320,口感清爽,kheu335keen55chin55saon52,,,,油腻煞哉顶好咯东西吃些,
320,糯,no11,,,,黏而软,knott
320,水罗,sy335lo52,,sy3;se3,,水分多嘴脯燥火火独想吃些咯东西,ksloklkktzpt
