split	page	row_index	hanzi	wupin	ipa	ipa_digits	image	quality	match_score	candidate_headword	pdf_text	crop_bbox	tone_position	tone_upper_components	tone_lower_components	tone_paired_components	tone_baseline_y
train	231	16	白铁师父	baq1thiq5sy55vu52	baʔ¹tʰiʔ⁵sɿ⁵⁵vu⁵²	baʔ1tʰiʔ5sɿ55vu52	train/images/page_231_0016.png	matched	1.0	白铁师父	白铁师父ba?汽灯e背匀nfiu护用白铁皮制作器具的工匠。	(322.0, 752.0, 405.0, 791.25)	both_upper_lower	3	1	2	112.49
review	231	17	铜匠	don11jian55	doŋ¹¹dʑiaŋ⁵⁵	doŋ11dʑiaŋ55	review/images/page_231_0017.png	weak_match	0.5	铜匠师父	铜匠［师父] dOl)i为ial)护［咕fiug3]	(331.0000305175781, 793.0, 437.0, 829.75)	both_upper_lower	5	3	6	110.68
train	231	18	箍桶师父	khu33don55sy55vu52	kʰu³³doŋ⁵⁵sɿ⁵⁵vu⁵²	kʰu33doŋ55sɿ55vu52	train/images/page_231_0018.png	matched	0.75	筛桶师父	筛桶师父K沁甘doIJ扩s1部u炽修制圆形木器的工匠。	(322.0, 830.0, 407.0, 869.25)	both_upper_lower	1	2	1	115.88
train	231	19	裁缝师父	ze11von55sy55vu52	zᴇ¹¹voŋ⁵⁵sɿ⁵⁵vu⁵²	zᴇ11voŋ55sɿ55vu52	train/images/page_231_0019.png	matched	1.0	裁缝师父	裁缝师父ZE汗VOIJ货s森fiu扩	(323.0, 870.0, 402.0, 908.0)	both_upper_lower	2	2	1	111.49
train	231	20	裁缝	ze11von52	zᴇ¹¹voŋ⁵²	zᴇ11voŋ52	train/images/page_231_0020.png	matched	1.0	裁缝	裁缝ZE汗VOi)铲	(300.0, 909.0, 379.0, 947.0)	lower_only	3	1	0	116.28
review	231	21	皮匠	bi11jian55	bi¹¹dʑiaŋ⁵⁵	bi11dʑiaŋ55	review/images/page_231_0021.png	weak_match	0.5	皮匠师父	皮匠［师父] b计切iaIJ矿［司;;fiu~n	(339.0, 948.0, 420.0, 987.25)	both_upper_lower	3	3	3	114.27
train	231	22	理发匠	li115faeq5jian52	li¹¹⁵fæʔ⁵dʑiaŋ⁵²	li115fæʔ5dʑiaŋ52	train/images/page_231_0022.png	matched	1.0	理发匠	理发匠Ii :: 监f或扫ia[J矿	(299.0000915527344, 987.0, 422.0, 1026.25)	lower_only	4	1	0	117.83
train	231	23	剃头师父	thi33deu33sy33vu33	tʰi³³də³³sɿ³³vu³³	tʰi33də33sɿ33vu33	train/images/page_231_0023.png	matched	1.0	剃头师父	剃头师父t灯33d汴勺甘fiu扩	(347.0, 1026.0, 484.0, 1062.75)	both_upper_lower	4	1	1	111.62
train	231	24	剃头佬	thi33deu33lau33	tʰi³³də³³lɤ³³	tʰi33də33lɤ33	train/images/page_231_0024.png	matched	1.0	剃头佬	剃头佬thi33d讨lo炉对狸发匠的贬称。	(299.0002136230469, 1065.0, 442.0002136230469, 1101.75)	both_upper_lower	9	4	9	113.49
train	231	25	烧饭师父	sau33vaen55sy55vu52	sɤ³³væ̃⁵⁵sɿ⁵⁵vu⁵²	sɤ33væ̃55sɿ55vu52	train/images/page_231_0025.png	matched	1.0	烧饭师父	烧饭师父soHv元恭裕fiu扩厨子。	(323.0, 1105.0, 456.0, 1143.0)	both_upper_lower	2	3	1	114.79
train	231	26	饭头	vaen11deu52	væ̃¹¹də⁵²	væ̃11də52	train/images/page_231_0026.png	matched	1.0	饭头	饭头v刮d础	(299.0, 1144.0, 390.0, 1182.0)	both_upper_lower	5	2	4	109.84
train	231	27	船老板	zeen11lau55paen52	zẽ¹¹lɤ⁵⁵pæ̃⁵²	zẽ11lɤ55pæ̃52	train/images/page_231_0027.png	matched	1.0	船老板	船老板z甜lo扩p元铲	(300.0000915527344, 1182.0, 393.0, 1221.25)	both_upper_lower	4	2	3	121.45
train	231	28	船头脑	zeen11deu55nau52	zẽ¹¹də⁵⁵nɤ⁵²	zẽ11də55nɤ52	train/images/page_231_0028.png	matched	1.0	船头脑	船头脑z酣d咄no炉	(324.0, 1222.0, 435.0, 1261.25)	lower_only	1	1	0	115.51
train	231	29	老板	lau115paen52	lɤ¹¹⁵pæ̃⁵²	lɤ115pæ̃52	train/images/page_231_0029.png	matched	1.0	老板	老板lo盄p元铲	(275.0, 1261.0, 366.0, 1299.0)	upper_only	1	0	0	116.32
review	232	1	即指	ciq3tsy55	tɕiʔ³tsɿ⁵⁵	tɕiʔ3tsɿ55	review/images/page_232_0001.png	weak_match	0.5	即指店上	"即指“店上” 的"" r. "" 字。"	(330.9999694824219, 174.0, 444.0, 213.25)	lower_only	6	2	0	106.73
train	232	2	老板娘	lau115paen55gnian52	lɤ¹¹⁵pæ̃⁵⁵ȵiaŋ⁵²	lɤ115pæ̃55ȵiaŋ52	train/images/page_232_0002.png	matched	1.0	老板娘	老板娘lo盄p忍妞ial)铲	(235.00021362304688, 213.0, 366.0, 252.25)	both_upper_lower	7	3	4	118.40
train	232	3	售货员	dzeu11hu11yoen11	dzə¹¹hu¹¹ɦiø̃¹¹	dzə11hu11ɦiø̃11	train/images/page_232_0003.png	matched	1.0	售货员	售货员z¥ 11hu甘fii0和	(234.0, 252.0, 341.0, 290.0)	upper_only	3	0	0	119.32
review	232	4	店信	tien33shin33	tiẽ³³ɕiŋ³³	tiẽ33ɕiŋ33	review/images/page_232_0004.png	weak_match	0.5	店倌	店倌tie33ku盐	(235.0, 292.0, 328.0, 328.75)	upper_only	5	0	0	116.00
train	232	5	服务员	voq1wu55yoen52	voʔ¹ɦu⁵⁵ɦiø̃⁵²	voʔ1ɦu55ɦiø̃52	train/images/page_232_0005.png	matched	1.0	服务员	服务员vo?f3 fiu伽础	(235.00010681152344, 331.0, 309.0, 369.0)	upper_only	2	0	0	113.94
review	232	6	堂信	daon11shin55	dɒŋ¹¹ɕiŋ⁵⁵	dɒŋ11ɕiŋ55	review/images/page_232_0006.png	weak_match	0.5	堂倌	堂倌dolJ和ku矿	(235.0, 371.0, 316.0, 409.0)	both_upper_lower	4	2	5	110.10
review	232	7	朝奉	tsau33von55	tsɤ³³voŋ⁵⁵	tsɤ33voŋ55	review/images/page_232_0007.png	weak_match	0.5	朝本	朝本dzo铲VOl)炉旧时指当铺的伙计。	(211.0, 410.0, 327.0, 448.0)	both_upper_lower	5	5	6	112.40
train	232	8	老伯	lau115paq54	lɤ¹¹⁵paʔ⁵⁴	lɤ115paʔ54	train/images/page_232_0008.png	matched	1.0	老伯	老伯lo盄pal) s2 老工人，多指门房。“伯,,pa?4s 有-1) 尾，是儿化	(211.0, 449.0, 313.0, 485.75)	both_upper_lower	2	5	3	110.74
train	232	10	投递员	deu11di55yoen52	də¹¹di⁵⁵ɦiø̃⁵²	də11di55ɦiø̃52	train/images/page_232_0010.png	matched	1.0	投递员	投递员d对di甘fii酣	(234.0, 527.0, 332.0, 565.0)	both_upper_lower	6	2	3	106.38
train	232	11	邮差	yeu11tshy52	ɦə¹¹tsʰɿ⁵²	ɦə11tsʰɿ52	train/images/page_232_0011.png	matched	1.0	邮差	邮差fii础ts11a甘5	(235.0, 566.0, 325.0, 601.5)	both_upper_lower	5	3	5	108.57
train	232	12	佣人	yon11zeen11	ɦoŋ¹¹zẽ¹¹	ɦoŋ11zẽ11	train/images/page_232_0012.png	matched	1.0	佣人	佣人fiiol) 11 几ii)和做家务的庥工。旧词。	(211.0, 605.0, 327.0, 643.0)	upper_only	6	0	0	118.25
train	232	13	嬷嬷	mo11mo52	mɒ¹¹mɒ⁵²	mɒ11mɒ52	train/images/page_232_0013.png	matched	1.0	嬷嬷	嬷嬷mo 盄mo炉保姆。	(213.0, 644.0, 293.0, 683.25)	both_upper_lower	1	3	2	116.16
train	232	14	阿姑	o33ku52	ɒ³³ku⁵²	ɒ33ku52	train/images/page_232_0014.png	matched	1.0	阿姑	阿姑或i5kus1 未娇的保姆。	(213.0, 684.0, 302.0, 719.5)	both_upper_lower	4	1	2	111.33
train	232	15	丫头使女	ia33deu55sy55gniu52	ia³³də⁵⁵sɿ⁵⁵ȵy⁵²	ia33də55sɿ55ȵy52	train/images/page_232_0015.png	matched	1.0	丫头使女	丫头使女0~5d咄s甘彻，y贮旧时指卖身为奴的仵轻女佣。	(259.0, 723.0, 338.0, 762.25)	both_upper_lower	4	2	1	114.13
review	232	17	奶娘	na115gnian52	na¹¹⁵ȵiaŋ⁵²	na115ȵiaŋ52	review/images/page_232_0017.png	weak_match	0.5	奶嬷	奶嬷na盄mo扩	(236.0, 839.0, 309.0, 877.0)	both_upper_lower	2	2	3	116.27
train	232	19	老娘婆	lau115gnian55bo52	lɤ¹¹⁵ȵiaŋ⁵⁵bɒ⁵²	lɤ115ȵiaŋ55bɒ52	train/images/page_232_0019.png	matched	1.0	老娘婆	老娘婆1 0: :加ial)货bo扩接生婆	(235.0, 878.0, 317.0, 917.25)	both_upper_lower	3	3	4	116.98
train	232	21	生意人	san33i55zeen52	saŋ³³i⁵⁵zẽ⁵²	saŋ33i55zẽ52	train/images/page_232_0021.png	matched	0.6667	生总人	生总人sa的如l);i'商人。	(235.0, 956.0, 370.0, 996.5)	both_upper_lower	9	1	3	124.97
train	232	22	做小生意	tso33shiau33san33i33	tsɒ³³ɕiɤ³³saŋ³³i³³	tsɒ33ɕiɤ33saŋ33i33	train/images/page_232_0022.png	matched	0.6667	做小生总咯	做小生总咯tso如沪sa1J諒go沿( k-)小商人	(284.0, 996.0, 408.0, 1034.0)	both_upper_lower	6	3	3	117.35
train	232	23	行贩	ghan11paen55	ɦaŋ¹¹pæ̃⁵⁵	ɦaŋ11pæ̃55	train/images/page_232_0023.png	matched	1.0	行贩	行贩fiOIJ和f昢小贩＂	(213.0, 1036.0, 329.0, 1075.25)	both_upper_lower	6	5	9	109.22
review	232	24	担货郎担	taen33hu55laon55taen52	tæ̃³³hu⁵⁵lɒŋ⁵⁵tæ̃⁵²	tæ̃33hu55lɒŋ55tæ̃52	review/images/page_232_0024.png	weak_match	0.5	货郎	但货郎但咯t諒hu33 IDIJ铲t砂go?识k- )货郎C,	(626.0, 1074.0, 654.0, 1110.75)	no_detected_tone_digits	0	0	0	143.84
review	232	25	客	khaq45	kʰaʔ⁴⁵	kʰaʔ45	review/images/page_232_0025.png	weak_match	0.5	拍客	拍客d勾础kha背经纪人。	(212.0, 1112.0, 292.0, 1150.0)	both_upper_lower	4	2	4	119.05
train	232	26	中央	tson33ian52	tsoŋ³³iaŋ⁵²	tsoŋ33iaŋ52	train/images/page_232_0026.png	matched	1.0	中央	中［央］人tSOl)i~ [iaIJ~ 加]n.i咄中间入。	(221.0, 1147.9385986328125, 346.0, 1192.687744140625)	lower_only	3	2	0	136.02
train	232	27	荐头	cien33deu33	tɕiẽ³³də³³	tɕiẽ33də33	train/images/page_232_0027.png	matched	1.0	荐头	荐头t~i萨d咄介绍人。	(212.0, 1190.0, 337.0, 1229.25)	upper_only	4	0	0	117.61
train	232	28	同行门	don11ghan55meen52	doŋ¹¹ɦaŋ⁵⁵mẽ⁵²	doŋ11ɦaŋ55mẽ52	train/images/page_232_0028.png	matched	0.6667	同行	同行［门］宗dOI)和加1J和[m砌]tso1J52同行。	(591.0000610351562, 1230.0, 619.0000610351562, 1269.25)	both_upper_lower	1	1	1	163.00
train	232	29	内行人	ne11ghan11zeen11	nᴇ¹¹ɦaŋ¹¹zẽ¹¹	nᴇ11ɦaŋ11zẽ11	train/images/page_232_0029.png	matched	1.0	内行人	内行人郎11 fiOI)和O,il)和	(236.0, 1269.0, 311.0, 1305.75)	lower_only	1	2	0	114.82
train	232	30	在行人	dze115ghan55zeen52	dzᴇ¹¹⁵ɦaŋ⁵⁵zẽ⁵²	dzᴇ115ɦaŋ55zẽ52	train/images/page_232_0030.png	matched	1.0	在行人	在行人ZEl :~fiDIJ~ 扭ii)铲	(260.0002136230469, 1304.9385986328125, 345.0, 1349.687744140625)	upper_only	2	0	0	136.97
review	233	0	外行	nga11ghan11	ŋa¹¹ɦaŋ¹¹	ŋa11ɦaŋ11	review/images/page_233_0000.png	weak_match	0.5	和外行人	外1 」l)a11 fiOIJ和外行人（	(450.0, 154.0, 478.0, 190.75)	no_detected_tone_digits	0	0	0	138.89
review	233	1	师爷	sy33ya52	sɿ³³ɦa⁵²	sɿ33ɦa52	review/images/page_233_0001.png	weak_match	0.5	帅爷	帅爷S)~}lli忒旧I I '.」称衙门中的幕僚。	(265.0, 192.0, 363.0, 231.25)	both_upper_lower	6	5	7	117.98
train	233	3	教书咯	ka33shiu33koq3	ka³³ɕy³³koʔ³	ka33ɕy33koʔ3	train/images/page_233_0003.png	matched	1.0	教书咯	教书咯kon~y~郏go霖( k-)	(313.0002136230469, 270.0, 411.0, 306.75)	both_upper_lower	4	1	1	116.59
train	233	4	白木先生	baq1moq5shien55san52	baʔ¹moʔ⁵ɕiẽ⁵⁵saŋ⁵²	baʔ1moʔ5ɕiẽ55saŋ52	train/images/page_233_0004.png	matched	0.75	臼木先生	臼木先生ba?趼mo?奴i睬s a1Js2 杆后对教师的贬称。	(314.0, 309.0, 403.0, 347.0)	both_upper_lower	4	1	2	113.93
train	233	5	学生	yoeq1san52	ɦiøʔ¹saŋ⁵²	ɦiøʔ1saŋ52	train/images/page_233_0005.png	matched	1.0	学生	学生［了'..] 的?i3S al)~扣[ts儒]( I ) 学牛。(2) 徒弟，学徒。	(266.0, 348.0, 382.0, 386.0)	both_upper_lower	2	1	1	109.70
train	233	6	读书人	doeq1shiu55zeen52	døʔ¹ɕy⁵⁵zẽ⁵²	døʔ1ɕy55zẽ52	train/images/page_233_0006.png	matched	0.6667	诙书人	诙书人do?f飞沁如ii)扩(1 ) 学生。(2) 知识分子。	(289.0000915527344, 387.0, 408.0, 425.0)	both_upper_lower	6	2	1	116.11
review	233	7	文盲	veen11ban52	vẽ¹¹baŋ⁵²	vẽ11baŋ52	review/images/page_233_0007.png	weak_match	0.5	文	文j' (V畔' mo1JH'	(242.0, 426.0, 358.0, 464.0)	upper_only	6	0	0	118.05
train	233	8	亮眼瞎	lian11ngaen11haeq1	liaŋ¹¹ŋæ̃¹¹hæʔ¹	liaŋ11ŋæ̃11hæʔ1	train/images/page_233_0008.png	matched	0.6667	壳眼瞎	"壳眼瞎liaJJ ""JJ元炉h汜?~5"	(313.0002136230469, 465.0, 392.0, 503.0)	upper_only	4	0	0	121.41
train	233	9	兵	pin52	piŋ⁵²	piŋ52	train/images/page_233_0009.png	matched	1.0	兵	兵pi.J:J52	(242.0, 505.0, 291.0, 545.5)	upper_only	3	0	0	121.77
review	233	10	警察	cin335tshaeq54	tɕiŋ³³⁵tsʰæʔ⁵⁴	tɕiŋ335tsʰæʔ54	review/images/page_233_0010.png	weak_match	0.5	笐察	"笐察t~ il) )J5 ts"" re?1~"	(267.0, 543.0, 393.00018310546875, 579.75)	both_upper_lower	7	3	4	115.57
review	233	11	医生	i33san52	i³³saŋ⁵²	i33saŋ52	review/images/page_233_0011.png	weak_match	0.5	质生	质生卤saIJ52	(267.0, 583.0, 336.0, 617.25)	upper_only	6	0	0	114.92
review	233	12	郎中	laon11tson52	lɒŋ¹¹tsoŋ⁵²	lɒŋ11tsoŋ52	review/images/page_233_0012.png	weak_match	0.5	郎	郎巾loJJ ;t' tsoJJ 52 脂II 胚。	(242.0, 621.0, 367.0, 659.0)	both_upper_lower	4	2	1	109.00
train	233	13	走方郎中	tseu335faon55laon55tson52	tsə³³⁵fɒŋ⁵⁵lɒŋ⁵⁵tsoŋ⁵²	tsə335fɒŋ55lɒŋ55tsoŋ52	train/images/page_233_0013.png	matched	1.0	走方郎中	走方郎中ts¥飞飞5fo咄lo啸tSOI)~2、11湖阮生..,	(313.0, 660.0, 428.0, 695.5)	both_upper_lower	5	3	4	114.95
review	233	15	看护	kheen33wu33	kʰẽ³³ɦu³³	kʰẽ33ɦu33	review/images/page_233_0015.png	weak_match	0.5	石护	石护k 11e3'fiu片	(291.0, 739.0, 378.0, 774.5)	both_upper_lower	7	4	6	107.87
train	233	16	吃食户	keq3zeoq5wu52	kᴇʔ³zəʔ⁵ɦu⁵²	kᴇʔ3zəʔ5ɦu52	train/images/page_233_0016.png	matched	1.0	吃食户	吃食户t砂ie?tw?;1 fiu炉美食＇伈	(290.0002136230469, 777.0, 424.0002136230469, 816.25)	both_upper_lower	6	2	4	118.53
review	233	17	美食家	me115zeoq5cia52	mᴇ¹¹⁵zəʔ⁵tɕia⁵²	mᴇ115zəʔ5tɕia52	review/images/page_233_0017.png	weak_match	0.5714	炉美食伈	吃食户t砂ie?tw?;1 fiu炉美食＇伈	(555.0, 777.0, 583.0, 816.25)	no_detected_tone_digits	0	0	0	154.00
train	233	18	演员	yen115yoen52	ɦẽ¹¹⁵ɦiø̃⁵²	ɦẽ115ɦiø̃52	train/images/page_233_0018.png	matched	1.0	演员	演员脆：：如刮	(267.0, 817.0, 370.00006103515625, 855.0)	both_upper_lower	5	5	5	115.45
review	233	20	旧称	jieu11tsheon11	dʑiə¹¹tsʰəŋ¹¹	dʑiə11tsʰəŋ11	review/images/page_233_0020.png	weak_match	0.5	称	从f 矿ts悯ILi称。	(435.0, 856.0, 463.0, 894.0)	lower_only	0	1	0	138.92
train	233	21	和尚	wu11zaon55	ɦu¹¹zɒŋ⁵⁵	ɦu11zɒŋ55	train/images/page_233_0021.png	matched	1.0	和尚	和尚fio和ZDI)且	(266.0, 895.0, 347.0, 933.0)	both_upper_lower	3	2	3	111.56
train	233	23	尼姑	gni11ku52	ȵi¹¹ku⁵²	ȵi11ku52	train/images/page_233_0023.png	matched	1.0	尼姑	尼姑0,i铲kL,~2	(268.0, 973.0, 350.0, 1008.5)	upper_only	5	0	0	117.93
train	233	24	尼姑婆	gni11ku55bo52	ȵi¹¹ku⁵⁵bɒ⁵²	ȵi11ku55bɒ52	train/images/page_233_0024.png	matched	0.6667	尼姑荽	尼姑荽f,I,儒ku1;bon 1	(316.0002136230469, 1013.0, 441.0, 1049.75)	both_upper_lower	9	3	6	114.50
train	233	25	师姑	sy33ku52	sɿ³³ku⁵²	sɿ33ku52	train/images/page_233_0025.png	matched	1.0	师姑	师姑s1nku5~	(292.0, 1052.0, 365.0, 1087.5)	upper_only	4	0	0	117.40
train	233	26	师太	sy33tha55	sɿ³³tʰa⁵⁵	sɿ33tʰa55	train/images/page_233_0026.png	matched	1.0	师太	师太s1胪a~~ 对尼姑的尊称。	(268.0, 1091.0, 353.0, 1130.25)	both_upper_lower	5	4	7	112.73
train	233	27	巫婆	wu11bo52	ɦu¹¹bɒ⁵²	ɦu11bɒ52	train/images/page_233_0027.png	matched	1.0	巫婆	巫婆fiu汗bo铲	(268.0, 1129.0, 360.0, 1168.25)	both_upper_lower	7	4	8	118.15
train	233	28	斗篮	teu335laen52	tə³³⁵læ̃⁵²	tə335læ̃52	train/images/page_233_0028.png	matched	1.0	斗篮	"斗篮嬷嬷t¥m ll础mo矿mo且｀“斗篮＂、借指｀｀兜揽"" ,指好山·的"	(614.0, 1168.0, 730.0, 1207.25)	lower_only	3	1	0	101.48
train	233	29	破话作头	pha33wo33tseq3deu33	pʰa³³ɦɒ³³tsᴇʔ³də³³	pʰa33ɦɒ33tsᴇʔ3də33	train/images/page_233_0029.png	matched	1.0	破话作头	破话作头p11a33fiuo片tso?i5d¼铲老在秤后说人坏话的人。	(316.0, 1247.0, 399.0, 1283.75)	upper_only	3	0	0	116.16
train	233	30	乌青档头	u33chin55taon55deu52	u³³tɕʰiŋ⁵⁵tɒŋ⁵⁵də⁵²	u33tɕʰiŋ55tɒŋ55də52	train/images/page_233_0030.png	matched	0.75	乌青杻头	乌青杻头u1~t忒il)~~tOI)甘d¼铲指整日闲逛尤所事书的人．主婓指占	(316.0, 1285.0, 432.0, 1324.25)	lower_only	5	1	0	123.52
train	234	2	戳落丫头	tshoq3loq5ia55deu52	tsʰoʔ³loʔ⁵ia⁵⁵də⁵²	tsʰoʔ3loʔ5ia55də52	train/images/page_234_0002.png	matched	0.75	戳浴丫头	戳浴丫头zo?~-' lon3忒d对比喻饱受欺压、动辄得咎的人。	(245.0, 231.0, 336.0, 270.25)	both_upper_lower	4	2	2	114.65
review	234	3	出头橡子	tsheq3deu55jian55tsy52	tsʰᴇʔ³də⁵⁵dʑiaŋ⁵⁵tsɿ⁵²	tsʰᴇʔ3də55dʑiaŋ55tsɿ52	review/images/page_234_0003.png	weak_match	0.5714	出头栋	出头栋(- tsi,e汗d邓)1 dz砌ts常比喻带头处巾承受灾祸的人。	(246.00003051757812, 270.0, 320.0, 309.25)	both_upper_lower	2	1	1	119.12
train	234	5	双肌中	saon33ci55tson52	sɒŋ³³tɕi⁵⁵tsoŋ⁵²	sɒŋ33tɕi55tsoŋ52	train/images/page_234_0005.png	matched	1.0	双肌中	双肌中S DI)出沁tSOl)51 比喻嗓门大的人C	(227.00010681152344, 350.0, 397.00010681152344, 388.0)	both_upper_lower	8	1	3	118.47
train	234	6	百搭	paq3taeq5	paʔ³tæʔ⁵	paʔ3tæʔ5	train/images/page_234_0006.png	matched	1.0	百搭	百搭pa715 t汜背指什么人都婓搭理、什么巾都想参与的人。	(199.0, 388.0, 297.0, 427.25)	both_upper_lower	3	2	2	119.84
train	234	7	善女人	zeen115gniu55zeen52	zẽ¹¹⁵ȵy⁵⁵zẽ⁵²	zẽ115ȵy55zẽ52	train/images/page_234_0007.png	matched	1.0	善女人	善女人ze::机y奻困I)铲估女。	(222.00021362304688, 428.0, 343.0, 467.25)	both_upper_lower	5	4	4	119.47
train	234	8	花脸	huo33lien55	huɒ³³liẽ⁵⁵	huɒ33liẽ55	train/images/page_234_0008.png	matched	1.0	花脸	花脸huom i础）泉指戏凶中的月加比喻言行举止使入发笑的人。	(200.0, 466.0, 325.0, 505.25)	both_upper_lower	7	8	12	116.26
train	234	9	队伙	de11hu11	dᴇ¹¹hu¹¹	dᴇ11hu11	train/images/page_234_0009.png	matched	1.0	队伙	队伙dE11 hu~!5伴儿r	(199.0, 506.0, 296.0, 542.75)	both_upper_lower	6	2	6	108.54
train	234	10	淘伴	dau11boen55	dɤ¹¹bø̃⁵⁵	dɤ11bø̃55	train/images/page_234_0010.png	matched	1.0	淘伴	淘伴do和b础	(224.0, 545.0, 317.0, 583.0)	both_upper_lower	3	4	4	110.15
train	234	11	替身	thi33seen33	tʰi³³sẽ³³	tʰi33sẽ33	train/images/page_234_0011.png	matched	1.0	替身	替身th i 13S睬	(201.0, 584.0, 275.0, 618.25)	upper_only	5	0	0	113.89
train	234	13	武场	wu115dzan52	ɦu¹¹⁵dzaŋ⁵²	ɦu115dzaŋ52	train/images/page_234_0013.png	matched	1.0	武场	武场fiu盄dzaJJ }~1指需川力气的丁作场合	(202.0, 662.0, 327.0, 700.0)	both_upper_lower	5	7	14	116.77
train	234	14	爹爹	tia33tia52	tia³³tia⁵²	tia33tia52	train/images/page_234_0014.png	matched	1.0	爹爹	爹爹tia礼tia52父米。	(201.0, 779.0, 299.0, 815.75)	upper_only	8	0	0	118.68
train	234	15	阿伯	o33paq5	ɒ³³paʔ⁵	ɒ33paʔ5	train/images/page_234_0015.png	matched	1.0	阿伯	阿伯re汗pa怀而称C	(226.0, 818.0, 315.0, 856.0)	both_upper_lower	2	2	2	115.20
train	234	16	爹	tia52	tia⁵²	tia52	train/images/page_234_0016.png	matched	1.0	爹	爹tia 52 仵称。	(202.0, 857.0, 273.0, 893.75)	upper_only	4	0	0	117.53
train	234	18	娘	gnian231	ȵiaŋ²³¹	ȵiaŋ231	train/images/page_234_0018.png	matched	1.0	娘	娘n,ial)扣	(203.0, 936.0, 269.0, 971.5)	upper_only	4	0	0	118.96
train	234	19	晚爹	maen115tia52	mæ̃¹¹⁵tia⁵²	mæ̃115tia52	train/images/page_234_0019.png	matched	1.0	晚爹	晚爹m无盄tia52 背称，节仰按父亲条称呼	(202.0, 974.0, 309.0, 1012.0)	both_upper_lower	6	2	4	119.27
train	234	20	晚爹叔	maen115tia55shioeq54	mæ̃¹¹⁵tia⁵⁵ɕiøʔ⁵⁴	mæ̃115tia55ɕiøʔ54	train/images/page_234_0020.png	matched	1.0	晚爹叔	晚爹叔n画：拙tia泌io没背称．贬称。	(251.00021362304688, 1013.0, 330.0, 1052.25)	both_upper_lower	4	3	5	119.16
train	234	21	晚娘	maen115gnian52	mæ̃¹¹⁵ȵiaŋ⁵²	mæ̃115ȵiaŋ52	train/images/page_234_0021.png	matched	1.0	晚娘	晚娘m諒如a l)牙后奶，眢称勹	(204.0, 1053.0, 302.0, 1091.0)	both_upper_lower	4	4	6	114.06
review	234	22	姨娘	yi11gnian52	ɦi¹¹ȵiaŋ⁵²	ɦi11ȵiaŋ52	review/images/page_234_0022.png	weak_match	0.5	姨娘旷加	姨娘旷加al)轩面i称	(283.0, 1091.0, 357.0, 1130.25)	upper_only	2	0	0	118.01
train	234	23	爷爷	ya11ya52	ɦa¹¹ɦa⁵²	ɦa11ɦa52	train/images/page_234_0023.png	matched	1.0	爷爷	爷爷fiia汛和a铲祖父1	(204.0, 1130.0, 283.0, 1168.0)	both_upper_lower	5	2	4	117.89
review	234	24	娘娘	gnian11gnian52	ȵiaŋ¹¹ȵiaŋ⁵²	ȵiaŋ11ȵiaŋ52	review/images/page_234_0024.png	weak_match	0.5	良娘	y良娘l),ial) fi如al)智flll:J: o	(204.0, 1169.0, 312.0, 1207.0)	lower_only	5	1	0	117.68
train	234	25	姑婆	ku33bo52	ku³³bɒ⁵²	ku33bɒ52	train/images/page_234_0025.png	matched	1.0	姑婆	姑婆ku甘bo的祖父的姊妹	(204.0, 1208.0, 302.0, 1246.0)	both_upper_lower	5	4	8	113.92
review	234	26	姑丈	ku33dzan55	ku³³dzaŋ⁵⁵	ku33dzaŋ55	review/images/page_234_0026.png	weak_match	0.5	姑义	姑义ku~Mzal)耜礼l父的姊妹人。	(204.0, 1247.0, 289.0, 1286.25)	lower_only	3	1	0	119.88
train	234	27	姑爷爷	ku33ya55ya52	ku³³ɦa⁵⁵ɦa⁵²	ku33ɦa55ɦa52	train/images/page_234_0027.png	matched	1.0	姑爷爷	姑爷爷ku部i a~~1 fiia铲	(252.0, 1287.0, 370.0, 1323.75)	both_upper_lower	6	3	5	112.42
train	235	0	姨公	yi11kuon52	ɦi¹¹kuoŋ⁵²	ɦi11kuoŋ52	train/images/page_235_0000.png	matched	1.0	姨公	姨公fii和kUOIJ$2 衵母的姊妹夫。	(254.0, 161.0, 369.0, 197.75)	upper_only	7	0	0	118.94
train	235	1	舅公	jieu115kuon52	dʑiə¹¹⁵kuoŋ⁵²	dʑiə115kuoŋ52	train/images/page_235_0001.png	matched	1.0	舅公	舅公d~i础kuog52 祖舟的兄弟。	(254.0, 200.0, 394.0, 236.75)	upper_only	6	0	0	118.60
review	235	2	舅婆	jieu115bo52	dʑiə¹¹⁵bɒ⁵²	dʑiə115bɒ52	review/images/page_235_0002.png	weak_match	0.5	员婆	员婆d~h盄bo铲祖母的嫂子或弟妹。	(254.0, 238.0, 379.0, 277.25)	both_upper_lower	6	3	6	116.50
train	235	3	太爷爷	tha33ya33ya33	tʰa³³ɦa³³ɦa³³	tʰa33ɦa33ɦa33	train/images/page_235_0003.png	matched	1.0	太爷爷	太爷爷tha33fiian1 fiia铲曾衵父。	(278.0002136230469, 277.0, 398.0, 313.75)	upper_only	5	0	0	118.68
train	235	4	太娘娘	tha33gnian33gnian33	tʰa³³ȵiaŋ³³ȵiaŋ³³	tʰa33ȵiaŋ33ȵiaŋ33	train/images/page_235_0004.png	matched	1.0	太娘娘	太娘娘tba33T,1,ia1J如扭iaIJ扩曾祖母。	(278.0002136230469, 316.0, 363.0, 354.0)	upper_only	4	0	0	121.37
