sample_id	image	label	page	row_index	syllable_index	source_split	quality	tone_position	tone_policy	wupin_base	ipa_base	selected_tone	upper_tone	lower_tone
p222_0000_s00	images/p222_0000_s00.png	0	222	0	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	saon	sɒŋ	33	33	
p222_0000_s01	images/p222_0000_s01.png	0	222	0	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	piq	piʔ	5	5	
p222_0000_s02	images/p222_0000_s02.png	0	222	0	2	train	weak_match	upper_only	visual_segment_single_tone__lower_null	ngo	ŋɒ	52	52	
p222_0001_s00	images/p222_0001_s00.png	0	222	1	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	ciu	tɕy	33	33	
p222_0001_s01	images/p222_0001_s01.png	1	222	1	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	ngo	ŋɒ	33		33
p222_0012_s00	images/p222_0012_s00.png	1	222	12	0	train	low_match	lower_only	visual_segment_selected_as_lower	tshy	tsʰɿ	33		33
p222_0013_s00	images/p222_0013_s00.png	1	222	13	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p222_0013_s01	images/p222_0013_s01.png	1	222	13	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tshy	tsʰɿ	55		55
p222_0013_s02	images/p222_0013_s02.png	0	222	13	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	na	na	52	52	
p222_0014_s00	images/p222_0014_s00.png	1	222	14	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	dzy	dzɿ	11		11
p222_0014_s01	images/p222_0014_s01.png	1	222	14	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	11		11
p222_0016_s00	images/p222_0016_s00.png	0	222	16	0	train	matched	upper_only	visual_segment_single_tone__lower_null	khue	kʰuᴇ	33	33	
p222_0017_s00	images/p222_0017_s00.png	1	222	17	0	train	matched	lower_only	visual_segment_selected_as_lower	gan	ɡaŋ	113		113
p222_0019_s00	images/p222_0019_s00.png	0	222	19	0	train	matched	upper_only	visual_segment_single_tone__lower_null	po	pɒ	52	52	
p222_0020_s00	images/p222_0020_s00.png	0	222	20	0	train	matched	upper_only	visual_segment_single_tone__lower_null	po	pɒ	33	33	
p222_0020_s01	images/p222_0020_s01.png	0	222	20	1	train	matched	upper_only	visual_segment_single_tone__lower_null	ciq	tɕiʔ	5	5	
p222_0021_s00	images/p222_0021_s00.png	1	222	21	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	113		113
p222_0022_s00	images/p222_0022_s00.png	1	222	22	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	in	iŋ	335		335
p222_0022_s01	images/p222_0022_s01.png	1	222	22	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	tsan	tsaŋ	52		52
p222_0025_s00	images/p222_0025_s00.png	0	222	25	0	train	matched	upper_only	visual_segment_single_tone__lower_null	mu	mu	231	231	
p223_0000_s00	images/p223_0000_s00.png	0	223	0	0	train	low_match	upper_only	visual_segment_single_tone__lower_null	shi	ɕi	33	33	
p223_0000_s01	images/p223_0000_s01.png	0	223	0	1	train	low_match	upper_only	visual_segment_single_tone__lower_null	i	i	52	52	
p223_0001_s00	images/p223_0001_s00.png	0	223	1	0	train	matched	upper_only	visual_segment_single_tone__lower_null	yaq	ɦaʔ	23	23	
p223_0002_s00	images/p223_0002_s00.png	0	223	2	0	train	matched	upper_only	visual_segment_single_tone__lower_null	pu	pu	335	335	
p223_0002_s01	images/p223_0002_s01.png	0	223	2	1	train	matched	upper_only	visual_segment_single_tone__lower_null	yaq	ɦaʔ	54	54	
p223_0003_s00	images/p223_0003_s00.png	1	223	3	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	faeq	fæʔ	3		3
p223_0003_s01	images/p223_0003_s01.png	1	223	3	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	zeoq	zəʔ	5		5
p223_0004_s00	images/p223_0004_s00.png	0	223	4	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	tson	tsoŋ	33	33	
p223_0004_s01	images/p223_0004_s01.png	0	223	4	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	yaq	ɦaʔ	5	5	
p223_0005_s00	images/p223_0005_s00.png	1	223	5	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	tshau	tsʰɤ	335		335
p223_0005_s01	images/p223_0005_s01.png	1	223	5	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	yaq	ɦaʔ	54		54
p223_0006_s00	images/p223_0006_s00.png	0	223	6	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	shi	ɕi	33	33	
p223_0006_s01	images/p223_0006_s01.png	0	223	6	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	yaq	ɦaʔ	5	5	
p223_0007_s00	images/p223_0007_s00.png	1	223	7	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	woen	ɦø̃	11		11
p223_0007_s01	images/p223_0007_s01.png	0	223	7	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	yaq	ɦaʔ	5	5	
p223_0008_s00	images/p223_0008_s00.png	0	223	8	0	train	weak_match	lower_only	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0008_s01	images/p223_0008_s01.png	1	223	8	1	train	weak_match	lower_only	visual_segment_selected_as_lower	woen	ɦø̃	52		52
p223_0009_s00	images/p223_0009_s00.png	0	223	9	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0009_s01	images/p223_0009_s01.png	1	223	9	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	phien	pʰiẽ	55		55
p223_0010_s00	images/p223_0010_s00.png	0	223	10	0	train	matched	upper_only	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0010_s01	images/p223_0010_s01.png	0	223	10	1	train	matched	upper_only	visual_segment_single_tone__lower_null	sy	sɿ	55	55	
p223_0011_s00	images/p223_0011_s00.png	0	223	11	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0011_s01	images/p223_0011_s01.png	1	223	11	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	feen	fẽ	55		55
p223_0012_s00	images/p223_0012_s00.png	0	223	12	0	train	low_match	upper_only	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0012_s01	images/p223_0012_s01.png	0	223	12	1	train	low_match	upper_only	visual_segment_single_tone__lower_null	kau	kɤ	52	52	
p223_0014_s00	images/p223_0014_s00.png	0	223	14	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	kau	kɤ	33	33	
p223_0014_s01	images/p223_0014_s01.png	1	223	14	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	yaq	ɦaʔ	5		5
p223_0014_s02	images/p223_0014_s02.png	1	223	14	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	gnhien	ȵhiẽ	52		52
p223_0015_s00	images/p223_0015_s00.png	1	223	15	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	yaq	ɦaʔ	1		1
p223_0015_s01	images/p223_0015_s01.png	1	223	15	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	faon	fɒŋ	52		52
p223_0016_s00	images/p223_0016_s00.png	1	223	16	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	taen	tæ̃	33		33
p223_0016_s01	images/p223_0016_s01.png	0	223	16	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	faon	fɒŋ	52	52	
p223_0017_s00	images/p223_0017_s00.png	0	223	17	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0017_s01	images/p223_0017_s01.png	1	223	17	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tien	tiẽ	55		55
p223_0018_s00	images/p223_0018_s00.png	1	223	18	0	train	weak_match	lower_only	visual_segment_selected_as_lower	yaq	ɦaʔ	1		1
p223_0018_s01	images/p223_0018_s01.png	0	223	18	1	train	weak_match	lower_only	visual_segment_single_tone__lower_null	vaon	vɒŋ	52	52	
p223_0019_s00	images/p223_0019_s00.png	0	223	19	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0019_s01	images/p223_0019_s01.png	1	223	19	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	tien	tiẽ	55		55
p223_0020_s00	images/p223_0020_s00.png	0	223	20	0	train	matched	upper_only	visual_segment_single_tone__lower_null	i	i	33	33	
p223_0020_s01	images/p223_0020_s01.png	0	223	20	1	train	matched	upper_only	visual_segment_single_tone__lower_null	yoen	ɦiø̃	55	55	
p223_0021_s00	images/p223_0021_s00.png	0	223	21	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	baon	bɒŋ	11	11	
p223_0021_s01	images/p223_0021_s01.png	0	223	21	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	yoeq	ɦiøʔ	5	5	
p223_0021_s02	images/p223_0021_s02.png	1	223	21	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	dzaen	dzæ̃	52		52
p223_0022_s00	images/p223_0022_s00.png	0	223	22	0	train	matched	upper_only	visual_segment_single_tone__lower_null	we	ɦᴇ	115	115	
p223_0022_s01	images/p223_0022_s01.png	0	223	22	1	train	matched	upper_only	visual_segment_single_tone__lower_null	san	saŋ	55	55	
p223_0022_s02	images/p223_0022_s02.png	0	223	22	2	train	matched	upper_only	visual_segment_single_tone__lower_null	yoen	ɦiø̃	52	52	
p223_0023_s00	images/p223_0023_s00.png	0	223	23	0	train	matched	lower_only	visual_segment_single_tone__lower_null	bin	biŋ	11	11	
p223_0023_s01	images/p223_0023_s01.png	1	223	23	1	train	matched	lower_only	visual_segment_selected_as_lower	vaon	vɒŋ	11		11
p223_0024_s00	images/p223_0024_s00.png	0	223	24	0	train	matched	upper_only	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0024_s01	images/p223_0024_s01.png	0	223	24	1	train	matched	upper_only	visual_segment_single_tone__lower_null	so	sɒ	55	55	
p223_0024_s02	images/p223_0024_s02.png	0	223	24	2	train	matched	upper_only	visual_segment_single_tone__lower_null	kuoen	kuø̃	52	52	
p223_0025_s00	images/p223_0025_s00.png	0	223	25	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	yaq	ɦaʔ	1	1	
p223_0025_s01	images/p223_0025_s01.png	1	223	25	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	kuoen	kuø̃	55		55
p223_0026_s00	images/p223_0026_s00.png	0	223	26	0	train	matched	upper_only	visual_segment_single_tone__lower_null	deu	də	11	11	
p223_0026_s01	images/p223_0026_s01.png	0	223	26	1	train	matched	upper_only	visual_segment_single_tone__lower_null	cien	tɕiẽ	52	52	
p223_0027_s00	images/p223_0027_s00.png	0	223	27	0	train	matched	upper_only	visual_segment_single_tone__lower_null	gni	ȵi	11	11	
p223_0027_s01	images/p223_0027_s01.png	0	223	27	1	train	matched	upper_only	visual_segment_single_tone__lower_null	cien	tɕiẽ	11	11	
p224_0002_s00	images/p224_0002_s00.png	1	224	2	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	gniu	ȵy	115		115
p224_0002_s01	images/p224_0002_s01.png	1	224	2	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	zeen	zẽ	52		52
p224_0003_s00	images/p224_0003_s00.png	0	224	3	0	train	matched	lower_only	visual_segment_single_tone__lower_null	gniu	ȵy	115	115	
p224_0003_s01	images/p224_0003_s01.png	0	224	3	1	train	matched	lower_only	visual_segment_single_tone__lower_null	zeen	zẽ	55	55	
p224_0003_s02	images/p224_0003_s02.png	1	224	3	2	train	matched	lower_only	visual_segment_selected_as_lower	cia	tɕia	52		52
p224_0004_s00	images/p224_0004_s00.png	0	224	4	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	tha	tʰa	33	33	
p224_0004_s01	images/p224_0004_s01.png	0	224	4	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	tha	tʰa	33	33	
p224_0004_s02	images/p224_0004_s02.png	1	224	4	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	meen	mẽ	33		33
p224_0005_s00	images/p224_0005_s00.png	0	224	5	0	train	matched	upper_only	visual_segment_single_tone__lower_null	lau	lɤ	113	113	
p224_0006_s00	images/p224_0006_s00.png	0	224	6	0	train	matched	lower_only	visual_segment_single_tone__lower_null	lau	lɤ	115	115	
p224_0006_s01	images/p224_0006_s01.png	0	224	6	1	train	matched	lower_only	visual_segment_single_tone__lower_null	zeen	zẽ	55	55	
p224_0006_s02	images/p224_0006_s02.png	1	224	6	2	train	matched	lower_only	visual_segment_selected_as_lower	cia	tɕia	52		52
p224_0007_s00	images/p224_0007_s00.png	1	224	7	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p224_0007_s01	images/p224_0007_s01.png	1	224	7	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tha	tʰa	55		55
p224_0007_s02	images/p224_0007_s02.png	0	224	7	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	kuon	kuoŋ	52	52	
p224_0008_s00	images/p224_0008_s00.png	1	224	8	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p224_0008_s01	images/p224_0008_s01.png	1	224	8	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	kuon	kuoŋ	55		55
p224_0008_s02	images/p224_0008_s02.png	1	224	8	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	kuon	kuoŋ	52		52
p224_0009_s00	images/p224_0009_s00.png	1	224	9	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p224_0009_s01	images/p224_0009_s01.png	1	224	9	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	55		55
p224_0009_s02	images/p224_0009_s02.png	1	224	9	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsy	tsɿ	52		52
p224_0010_s00	images/p224_0010_s00.png	1	224	10	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p224_0010_s01	images/p224_0010_s01.png	1	224	10	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	bo	bɒ	55		55
p224_0010_s02	images/p224_0010_s02.png	1	224	10	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	bo	bɒ	52		52
p224_0011_s00	images/p224_0011_s00.png	1	224	11	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p224_0011_s01	images/p224_0011_s01.png	1	224	11	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tha	tʰa	55		55
p224_0011_s02	images/p224_0011_s02.png	1	224	11	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tha	tʰa	52		52
p224_0012_s00	images/p224_0012_s00.png	1	224	12	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p224_0012_s01	images/p224_0012_s01.png	1	224	12	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tha	tʰa	55		55
p224_0012_s02	images/p224_0012_s02.png	1	224	12	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	bo	bɒ	52		52
p224_0013_s00	images/p224_0013_s00.png	1	224	13	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	gheu	ɦə	115		115
p224_0013_s01	images/p224_0013_s01.png	1	224	13	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	san	saŋ	55		55
p224_0013_s02	images/p224_0013_s02.png	1	224	13	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	cia	tɕia	52		52
p224_0014_s00	images/p224_0014_s00.png	0	224	14	0	train	matched	upper_only	visual_segment_single_tone__lower_null	shiau	ɕiɤ	335	335	
p224_0014_s01	images/p224_0014_s01.png	0	224	14	1	train	matched	upper_only	visual_segment_single_tone__lower_null	gheu	ɦə	55	55	
p224_0014_s02	images/p224_0014_s02.png	0	224	14	2	train	matched	upper_only	visual_segment_single_tone__lower_null	san	saŋ	52	52	
p224_0015_s00	images/p224_0015_s00.png	0	224	15	0	train	matched	upper_only	visual_segment_single_tone__lower_null	shiau	ɕiɤ	335	335	
p224_0015_s01	images/p224_0015_s01.png	0	224	15	1	train	matched	upper_only	visual_segment_single_tone__lower_null	hu	hu	55	55	
p224_0015_s02	images/p224_0015_s02.png	0	224	15	2	train	matched	upper_only	visual_segment_single_tone__lower_null	tsy	tsɿ	52	52	
p224_0016_s00	images/p224_0016_s00.png	0	224	16	0	train	matched	lower_only	visual_segment_single_tone__lower_null	da	da	11	11	
p224_0016_s01	images/p224_0016_s01.png	0	224	16	1	train	matched	lower_only	visual_segment_single_tone__lower_null	ku	ku	11	11	
p224_0016_s02	images/p224_0016_s02.png	1	224	16	2	train	matched	lower_only	visual_segment_selected_as_lower	gnian	ȵiaŋ	11		11
p224_0017_s00	images/p224_0017_s00.png	0	224	17	0	train	matched	lower_only	visual_segment_single_tone__lower_null	shiau	ɕiɤ	335	335	
p224_0017_s01	images/p224_0017_s01.png	1	224	17	1	train	matched	lower_only	visual_segment_selected_as_lower	zeen	zẽ	52		52
p224_0018_s00	images/p224_0018_s00.png	0	224	18	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shiau	ɕiɤ	335	335	
p224_0018_s01	images/p224_0018_s01.png	1	224	18	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	52		52
p224_0019_s00	images/p224_0019_s00.png	0	224	19	0	train	matched	upper_only	visual_segment_single_tone__lower_null	shiau	ɕiɤ	335	335	
p224_0019_s01	images/p224_0019_s01.png	0	224	19	1	train	matched	upper_only	visual_segment_single_tone__lower_null	kuoen	kuø̃	55	55	
p224_0019_s02	images/p224_0019_s02.png	0	224	19	2	train	matched	upper_only	visual_segment_single_tone__lower_null	zeen	zẽ	52	52	
p224_0021_s00	images/p224_0021_s00.png	0	224	21	0	train	matched	upper_only	visual_segment_single_tone__lower_null	o	ɒ	33	33	
p224_0021_s01	images/p224_0021_s01.png	0	224	21	1	train	matched	upper_only	visual_segment_single_tone__lower_null	kuoen	kuø̃	52	52	
p224_0022_s00	images/p224_0022_s00.png	0	224	22	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	lau	lɤ	115	115	
p224_0022_s01	images/p224_0022_s01.png	0	224	22	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shiau	ɕiɤ	55	55	
p224_0022_s02	images/p224_0022_s02.png	1	224	22	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	kuoen	kuø̃	55		55
p224_0022_s03	images/p224_0022_s03.png	0	224	22	3	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	zeen	zẽ	52	52	
p224_0025_s00	images/p224_0025_s00.png	0	224	25	0	train	matched	upper_only	visual_segment_single_tone__lower_null	shiau	ɕiɤ	335	335	
p224_0025_s01	images/p224_0025_s01.png	0	224	25	1	train	matched	upper_only	visual_segment_single_tone__lower_null	mhau	hmɤ	55	55	
p224_0025_s02	images/p224_0025_s02.png	0	224	25	2	train	matched	upper_only	visual_segment_single_tone__lower_null	deu	də	52	52	
p224_0027_s00	images/p224_0027_s00.png	0	224	27	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	gnio	ȵiɒ	11	11	
p224_0027_s01	images/p224_0027_s01.png	1	224	27	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	gnio	ȵiɒ	11		11
p224_0028_s00	images/p224_0028_s00.png	0	224	28	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shiau	ɕiɤ	335	335	
p224_0028_s01	images/p224_0028_s01.png	1	224	28	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	ciu	tɕy	55		55
p224_0028_s02	images/p224_0028_s02.png	1	224	28	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	52		52
p224_0030_s00	images/p224_0030_s00.png	0	224	30	0	train	matched	upper_only	visual_segment_single_tone__lower_null	zoq	zoʔ	23	23	
p225_0000_s00	images/p225_0000_s00.png	0	225	0	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	dzeon	dzəŋ	11	11	
p225_0000_s01	images/p225_0000_s01.png	0	225	0	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	li	li	55	55	
p225_0000_s02	images/p225_0000_s02.png	1	225	0	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	zeen	zẽ	52		52
p225_0001_s00	images/p225_0001_s00.png	0	225	1	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shian	ɕiaŋ	33	33	
p225_0001_s01	images/p225_0001_s01.png	0	225	1	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	gho	ɦɒ	55	55	
p225_0001_s02	images/p225_0001_s02.png	1	225	1	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	zeen	zẽ	52		52
p225_0002_s00	images/p225_0002_s00.png	0	225	2	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	da	da	11	11	
p225_0002_s01	images/p225_0002_s01.png	1	225	2	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	11		11
p225_0002_s02	images/p225_0002_s02.png	1	225	2	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsheen	tsʰẽ	11		11
p225_0003_s00	images/p225_0003_s00.png	0	225	3	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	yeu	ɦə	115	115	
p225_0003_s01	images/p225_0003_s01.png	0	225	3	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	don	doŋ	55	55	
p225_0003_s02	images/p225_0003_s02.png	1	225	3	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	dien	diẽ	55		55
p225_0003_s03	images/p225_0003_s03.png	0	225	3	3	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	zeen	zẽ	52	52	
p225_0004_s00	images/p225_0004_s00.png	0	225	4	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	yeu	ɦə	115	115	
p225_0004_s01	images/p225_0004_s01.png	1	225	4	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	shi	ɕi	55		55
p225_0004_s02	images/p225_0004_s02.png	1	225	4	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	zeen	zẽ	52		52
p225_0005_s00	images/p225_0005_s00.png	1	225	5	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	jion	dʑioŋ	231		231
p225_0006_s00	images/p225_0006_s00.png	0	225	6	0	train	matched	lower_only	visual_segment_single_tone__lower_null	doq	doʔ	1	1	
p225_0006_s01	images/p225_0006_s01.png	0	225	6	1	train	matched	lower_only	visual_segment_single_tone__lower_null	ko	kɒ	55	55	
p225_0006_s02	images/p225_0006_s02.png	0	225	6	2	train	matched	lower_only	visual_segment_single_tone__lower_null	deu	də	55	55	
p225_0006_s03	images/p225_0006_s03.png	1	225	6	3	train	matched	lower_only	visual_segment_selected_as_lower	zeen	zẽ	52		52
p225_0007_s00	images/p225_0007_s00.png	0	225	7	0	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	taen	tæ̃	33	33	
p225_0007_s01	images/p225_0007_s01.png	0	225	7	1	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	seen	sẽ	52	52	
p225_0008_s00	images/p225_0008_s00.png	0	225	8	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	kuaon	kuɒŋ	33	33	
p225_0008_s01	images/p225_0008_s01.png	1	225	8	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	kuen	kuẽ	55		55
p225_0009_s00	images/p225_0009_s00.png	1	225	9	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p225_0009_s01	images/p225_0009_s01.png	1	225	9	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	da	da	55		55
p225_0009_s02	images/p225_0009_s02.png	1	225	9	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	ku	ku	55		55
p225_0009_s03	images/p225_0009_s03.png	1	225	9	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	gnian	ȵiaŋ	52		52
p225_0010_s00	images/p225_0010_s00.png	1	225	10	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	ku	ku	33		33
p225_0010_s01	images/p225_0010_s01.png	1	225	10	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	55		55
p225_0011_s00	images/p225_0011_s00.png	1	225	11	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	ku	ku	33		33
p225_0011_s01	images/p225_0011_s01.png	1	225	11	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	55		55
p225_0011_s02	images/p225_0011_s02.png	1	225	11	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	52		52
p225_0012_s00	images/p225_0012_s00.png	0	225	12	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ku	ku	33	33	
p225_0012_s01	images/p225_0012_s01.png	1	225	12	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	55		55
p225_0012_s02	images/p225_0012_s02.png	1	225	12	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tha	tʰa	55		55
p225_0012_s03	images/p225_0012_s03.png	1	225	12	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	bo	bɒ	52		52
p225_0013_s00	images/p225_0013_s00.png	1	225	13	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	ku	ku	33		33
p225_0013_s01	images/p225_0013_s01.png	1	225	13	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	saon	sɒŋ	52		52
p225_0014_s00	images/p225_0014_s00.png	0	225	14	0	train	weak_match	lower_only	visual_segment_single_tone__lower_null	dien	diẽ	11	11	
p225_0014_s01	images/p225_0014_s01.png	1	225	14	1	train	weak_match	lower_only	visual_segment_selected_as_lower	vaon	vɒŋ	52		52
p225_0015_s00	images/p225_0015_s00.png	0	225	15	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	gni	ȵi	11	11	
p225_0015_s01	images/p225_0015_s01.png	1	225	15	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	huen	huẽ	11		11
p225_0015_s02	images/p225_0015_s02.png	1	225	15	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	11		11
p225_0016_s00	images/p225_0016_s00.png	1	225	16	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	we	ɦᴇ	11		11
p225_0016_s01	images/p225_0016_s01.png	1	225	16	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	55		55
p225_0016_s02	images/p225_0016_s02.png	1	225	16	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	zeen	zẽ	52		52
p225_0017_s00	images/p225_0017_s00.png	0	225	17	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	weq	ɦᴇʔ	1	1	
p225_0017_s01	images/p225_0017_s01.png	1	225	17	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsheq	tsʰᴇʔ	5		5
p225_0017_s02	images/p225_0017_s02.png	1	225	17	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	52		52
p225_0018_s00	images/p225_0018_s00.png	0	225	18	0	train	matched	lower_only	visual_segment_single_tone__lower_null	bu	bu	11	11	
p225_0018_s01	images/p225_0018_s01.png	0	225	18	1	train	matched	lower_only	visual_segment_single_tone__lower_null	zaon	zɒŋ	11	11	
p225_0018_s02	images/p225_0018_s02.png	1	225	18	2	train	matched	lower_only	visual_segment_selected_as_lower	lau	lɤ	11		11
p225_0019_s00	images/p225_0019_s00.png	1	225	19	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	zy	zɿ	11		11
