page	row_index	hanzi	wupin	ipa_digits	match_score	candidate_headword	image	pdf_text
236	29	养亲	yan115chin52	ɦaŋ115tɕʰiŋ52	0.0	趴	review/images/page_236_0029.png	养新妇头fii叨版il)~1fiu趴坎铲对菹养媳的贬称。
237	0	和	wu231	ɦu231	0.0	芹伯父	review/images/page_237_0000.png	伯伯pa背pa芹伯父、昔称6当曲按诽行在＂爹“前加“ 人、
237	1	和和	wu11wu52	ɦu11ɦu52	0.0	当	review/images/page_237_0001.png	伯伯pa背pa芹伯父、昔称6当曲按诽行在＂爹“前加“ 人、
237	2	和	wu231	ɦu231	0.0	二	review/images/page_237_0002.png	二...... 小”等称呼。
237	20	背称	pe33tsheon52	pᴇ33tsʰəŋ52	0.4	条称呼	review/images/page_237_0020.png	丈人dza1JI如1J智背称，当面按＇爹爹＂条称呼。
237	22	站	dzaen113	dzæ̃113	0.3333	站五娘	review/images/page_237_0022.png	站五娘dz元沿小丘ial)钓丈母娘，背称，当而按＂姆妈”条称
237	24	站	dzaen113	dzæ̃113	0.3333	站甸娘	review/images/page_237_0024.png	"站甸娘dz卸邱如alJ铲＂站姆"",""丈母”的音变。"
238	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	背称	review/images/page_238_0000.png	热脚女妍i die' '如a?15 [),)戊3Cm 女儿再嫁的丈夫，背称，当而叫名字。
238	2	垫脚女婿	dien11ciaq1gniu11shi11	diẽ11tɕiaʔ1ȵy11ɕi11	0.0	炉	review/images/page_238_0002.png	进舍女妎tc il)33S033t):,y炉cm 赘婿，背称，当面叫名字。
238	3	进舍女婿	cin33se33gniu33shi33	tɕiŋ33sᴇ33ȵy33ɕi33	0.0	背	review/images/page_238_0003.png	进舍女妎tc il)33S033t):,y炉cm 赘婿，背称，当面叫名字。
238	7	切	chiq45	tɕʰiʔ45	0.0	姊	review/images/page_238_0007.png	"姐丈tcimdzal)界”姐"".训读韦．本宁为＂姊＇＇．《广韵》将几"
238	11	第二读音中	di11gni11doeq1in11tson11	di11ȵi11døʔ1iŋ11tsoŋ11	0.2857	笫二	review/images/page_238_0011.png	笫二读音中“伯“ 有-1) 尾，是儿化韵的残余。
238	27	条称呼	tiau33tsheon55hu52	tiɤ33tsʰəŋ55hu52	0.4	背称	review/images/page_238_0027.png	姨嬷fii罚mo怂｀大姨(-或小姨干．背称，当仰按“姐姐＇＂妹妹”
238	28	外公	nga11kuon11	ŋa11kuoŋ11	0.0	姐姐	review/images/page_238_0028.png	姨嬷fii罚mo怂｀大姨(-或小姨干．背称，当仰按“姐姐＇＂妹妹”
239	3	五	wu113	ɦu113	0.0	妗甘	review/images/page_239_0003.png	"妗甘d砌：：~Q扩切母。＂斤"" ,“母＂的音变()"
239	4	舅母	jieu115mu52	dʑiə115mu52	0.4	扩切母	review/images/page_239_0004.png	"妗甘d砌：：~Q扩切母。＂斤"" ,“母＂的音变()"
239	7	表阿哥	piau335o55ko52	piɤ335ɒ55kɒ52	0.4	哥哥	review/images/page_239_0007.png	表阿哥pio呤e?1s kos2 背称，当面按“哥哥” 条称呼。
239	8	表阿嫂	piau335o55sau52	piɤ335ɒ55sɤ52	0.3333	表	review/images/page_239_0008.png	表阿嫂pio335汜芹so铲皆称．当面按“姐姐” 条称呼。
239	11	表阿姐	piau335o55cia52	piɤ335ɒ55tɕia52	0.3333	表	review/images/page_239_0011.png	表阿姐pi03.1S泛汗tc;L导背称，当面按“姐姐”条称呼。＂姐” ，训
239	12	背称	pe33tsheon52	pᴇ33tsʰəŋ52	0.0	姐	review/images/page_239_0012.png	表阿姐pi03.1S泛汗tc;L导背称，当面按“姐姐”条称呼。＂姐” ，训
239	21	当面叫名字	taon33mien55ciau55min55zy52	tɒŋ33miẽ55tɕiɤ55miŋ55zɿ52	0.4	当面	review/images/page_239_0021.png	当面叫名字。
240	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	训读字	review/images/page_240_0000.png	姐妹tc严m忒＂姐＇，训读字，本字为＂姊＂，《广韵》将几切。
240	1	切	chiq45	tɕʰiʔ45	0.0	姊	review/images/page_240_0001.png	姐妹tc严m忒＂姐＇，训读字，本字为＂姊＂，《广韵》将几切。
240	2	姐妹	cia335mhe52	tɕia335hmᴇ52	0.0	几	review/images/page_240_0002.png	姐妹tc严m忒＂姐＇，训读字，本字为＂姊＂，《广韵》将几切。
240	6	将几切	cian33ci55chiq54	tɕiaŋ33tɕi55tɕʰiʔ54	0.0	常	review/images/page_240_0006.png	常姐妹do1J ~{ 1 tc常m 咄＂姐＇．．训读字，本字为＂姊＂，《广韵》
240	10	几切	ci33chiq5	tɕi33tɕʰiʔ5	0.0	贷	review/images/page_240_0010.png	表姐妹pio沁比1贷m忒＂姐｀，训认字、木字为＂姊＂｀《广韵》将
240	12	儿女	gni11gniu55	ȵi11ȵy55	0.0	牡	review/images/page_240_0012.png	儿于男女几1和ts雷ne~牡y炉儿女
240	25	亲戚	chin33chiq5	tɕʰiŋ33tɕʰiʔ5	0.0	沺	review/images/page_240_0025.png	亲眷［冢]t砂ii)沺i忒[ko'2]
240	26	娘家	gnian11cia52	ȵiaŋ11tɕia52	0.0	亲戚	review/images/page_240_0026.png	亲戚t忒ii)音旷ie?~5
240	28	婆家	bo11cia52	bɒ11tɕia52	0.0	女豕	review/images/page_240_0028.png	女豕几y盄kos2刚结婚时的称呼。
240	31	干爹	keen33tia52	kẽ33tia52	0.0	男家	review/images/page_240_0031.png	男家n础kos2 刚结婚时的称呼。
241	0	继拜爹	ci33pa33tia33	tɕi33pa33tia33	0.0	十娘	review/images/page_241_0000.png	十娘k睬0,ial)铲
241	1	干娘	keen33gnian52	kẽ33ȵiaŋ52	0.0	铲	review/images/page_241_0001.png	十娘k睬0,ial)铲
241	5	干因	keen33in52	kẽ33iŋ52	0.0	铲	review/images/page_241_0005.png	下儿子K志缸i铲ts1铲
242	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	甘	review/images/page_242_0000.png	结拜兄弟tc ie?j5 pa甘cio吭di且｀
242	1	结拜兄弟	ciq3pa55shion55di52	tɕiʔ3pa55ɕioŋ55di52	0.0	一	review/images/page_242_0001.png	1 一级ZDI)盄tcie忧
242	2	上级	zan115ciq54	zaŋ115tɕiʔ54	0.0	忧	review/images/page_242_0002.png	1 一级ZDI)盄tcie忧
242	16	婚事	huen33zy55	huẽ33zɿ55	0.0	婿	review/images/page_242_0016.png	婿Jt hu睬邧
242	18	好日	hau335gni52	hɤ335ȵi52	0.4	女子日	review/images/page_242_0018.png	女子日hom几ie?已扑移吉女昏日
242	19	喜酒	shi335cieu52	ɕi335tɕiə52	0.0	沁酉	review/images/page_242_0019.png	沁酉ci 335tCi¥铲指婚庆洒席
242	21	喜糖	shi335daon52	ɕi335dɒŋ52	0.0	甘	review/images/page_242_0021.png	克釉cimdOlJ甘
242	26	装束	tsaon33soq5	tsɒŋ33soʔ5	0.0	称	review/images/page_242_0026.png	风冠霞蚾VOIJ 11 ku0{rno杻bE从VOIJ 11 ku称0~56咄旧时新娘结婚时的
243	8	坟墓	veen11mu55	vẽ11mu55	0.0	扎	review/images/page_243_0008.png	坟培v础mu扎，v邸mo扎
243	11	墓碑	mu11pe11	mu11pᴇ11	0.0	畔	review/images/page_243_0011.png	器碑mu 11p盐，mo 11p畔
243	15	舍五娘	se335wu55gnian52	sᴇ335ɦu55ȵiaŋ52	0.3333	捡万娘	review/images/page_243_0015.png	"捡万娘so乃5~如如aIJ护产妇。＂捡五...'""产母”的音变。"
244	0	阴寿	in33zeu55	iŋ33zə55	0.4	阳寿咄	review/images/page_244_0000.png	阳寿咄z戏逝者的生日。
244	2	美饭	me115vaen52	mᴇ115væ̃52	0.0	父	review/images/page_244_0002.png	，父饭kaIJi沁諒给逝者上供的饭菜。
244	4	三官素	saen33kuoen55su52	sæ̃33kuø̃55su52	0.3333	二官系	review/images/page_244_0004.png	二官系s諒ku盐SU片农历每月各旬逢一、七、十和月半共十天吃
244	5	的素	tiq3su55	tiʔ3su55	0.0	片农历每	review/images/page_244_0005.png	二官系s諒ku盐SU片农历每月各旬逢一、七、十和月半共十天吃
244	8	凶讯	shion33shin55	ɕioŋ33ɕiŋ55	0.0	奴	review/images/page_244_0008.png	焦头信t1pio豻d欢奴ii)~~旧时寄信时烧焦信封一角表示信的内容为
244	10	求服丧	jieu11voq5saon52	dʑiə11voʔ5sɒŋ52	0.0	杖	review/images/page_244_0010.png	区分为五种羌别，即五JI杖。五服之外则关系巳经疏远，并不要
244	11	五事	wu115zy52	ɦu115zɿ52	0.0	二	review/images/page_244_0011.png	h·J, fiu阰咄旧时指五件祭祀川具，计香炉一、烛台二、贡花
244	12	瓶二	bin11gni55	biŋ11ȵi55	0.0	辙笳	review/images/page_244_0012.png	辙笳1 泛汗bo背锡陷
244	13	箔	boq23	boʔ23	0.0	背锡陷	review/images/page_244_0013.png	辙笳1 泛汗bo背锡陷
244	15	寺	zy11	zɿ11	0.1667	有和尚的寺庙	review/images/page_244_0015.png	廿芍”指{J有和尚的寺庙。
244	21	同	don231	doŋ231	0.0	或	review/images/page_244_0021.png	"常常省略一“ 佛""(ve?21或v卢）字，意指罪过。“南无“读音"
244	23	上天	zan115thien52	zaŋ115tʰiẽ52	0.0	铲	review/images/page_244_0023.png	夭菩萨th諒bu铲s汜?~s上大。
244	26	神仙	zeen11shien52	zẽ11ɕiẽ52	0.0	和	review/images/page_244_0026.png	天老爷t叶睬lo县和a铲
244	27	菩萨	bu11saeq5	bu11sæʔ5	0.0	神仙	review/images/page_244_0027.png	神仙se咋i es2
245	19	的人	tiq3zeen52	tiʔ3zẽ52	0.0	钳	review/images/page_245_0019.png	活无常fiue'l钮u钳dzoIJ打ID 时迷信指一种能拘禁亡灵进入阴间
245	21	五毒	wu115doq54	ɦu115doʔ54	0.0	伊	review/images/page_245_0021.png	白无常ba?P fiuPs 1dzoIJ伊
245	22	动物	don115veq54	doŋ115vᴇʔ54	0.0	五电	review/images/page_245_0022.png	五电。盄don! 旧指蛇、壁虎、娱松、蝎子、獭哈蟆等九种有态的
245	25	活	weq23	ɦᴇʔ23	0.3333	活灵水	review/images/page_245_0025.png	活灵水fiue?~3 li1J胆谛
245	28	某种特点	mu115tson55deq5tien52	mu115tsoŋ55dᴇʔ5tiẽ52	0.25	某	review/images/page_245_0028.png	某种特点，或是希望他人有同样的遗遇。
246	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	拥煞鬼	review/images/page_246_0000.png	拥煞鬼d0 11s汜芹t~y影淹处的。
246	1	潭煞鬼	deen11saeq5ciu52	dẽ11sæʔ5tɕy52	0.0	影淹处的	review/images/page_246_0001.png	拥煞鬼d0 11s汜芹t~y影淹处的。
246	2	淹死的	ien33sy55tiq54	iẽ33sɿ55tiʔ54	0.0	火烧鬼	review/images/page_246_0002.png	火烧鬼hu335so~h1;y铲
246	3	火烧鬼	hu335sau55ciu52	hu335sɤ55tɕy52	0.0	铲	review/images/page_246_0003.png	火烧鬼hu335so~h1;y铲
246	5	舍五鬼	se335wu55ciu52	sᴇ335ɦu55tɕy52	0.0	捈霄	review/images/page_246_0005.png	"梒h了鬼so归。矿t~洪沪牛有时死亡的。＂捈霄"" . ""产母”的音变。"
246	16	死的	sy335tiq54	sɿ335tiʔ54	0.0	驯似	review/images/page_246_0016.png	横丧鬼ua1J ~iso1J~h1;y铲多用干贞骂子女桀敖不驯，似是前世横
246	27	银洋细	gnin11yan55shi52	ȵiŋ11ɦaŋ55ɕi52	0.0	铲几	review/images/page_246_0027.png	铜铀银子dOIJ轩die铲几iIJ铲ts常
247	14	工钿	kuon52	kuoŋ52	0.0	丁铀	review/images/page_247_0014.png	丁铀kUOIJ甘d元H'[资。
247	15	工资	kuon33tsy52	kuoŋ33tsɿ52	0.0	元	review/images/page_247_0015.png	丁铀kUOIJ甘d元H'[资。
247	16	薪水	shin33sy55	ɕiŋ33sɿ55	0.0	采忭才	review/images/page_247_0016.png	采忭才\. <;if]nSE穿ICJ 词。
247	23	开销	khe33shiau52	kʰᴇ33ɕiɤ52	0.4	扩开支	review/images/page_247_0023.png	淘窑do和fiio扩开支。
247	24	本钿	peen335	pẽ335	0.0	开销	review/images/page_247_0024.png	开销K诧n<;io~~
247	25	利钿	li11	li11	0.0	本铀	review/images/page_247_0025.png	本铀p沪di甜( 1 ) 本金。( 2 ) 本钱。
247	26	利息	li11shiq1	li11ɕiʔ1	0.0	本金	review/images/page_247_0026.png	本铀p沪di甜( 1 ) 本金。( 2 ) 本钱。
247	27	赚头	dzaen115deu52	dzæ̃115də52	0.0	禾	review/images/page_247_0027.png	禾IJ令田Ji11die和利息。
247	28	押头	aeq3deu52	æʔ3də52	0.0	和	review/images/page_247_0028.png	禾IJ令田Ji11die和利息。
247	29	抵押品	ti335aeq5phin52	ti335æʔ5pʰiŋ52	0.0	赚头	review/images/page_247_0029.png	赚头dz元盄d熘做生意赚得的利悯。
247	31	质当的物品	tseq3taon55tiq5veq5phin52	tsᴇʔ3tɒŋ55tiʔ5vᴇʔ5pʰiŋ52	0.2857	当头	review/images/page_247_0031.png	当头tDtJ 33d¥伊质当的物品。
248	13	战子	tseen33tsy33	tsẽ33tsɿ33	0.0	甘	review/images/page_248_0013.png	磅秤p01j335tS11dl)甘
248	27	来路货	le11lu55hu52	lᴇ11lu55hu52	0.25	生产的货物	review/images/page_248_0027.png	本作货p芒tso符hun 指本地生产的货物。
248	28	起码货	chi335mo55hu52	tɕʰi335mɒ55hu52	0.3333	来路货	review/images/page_248_0028.png	来路货l础lu甘hun 指外地或外国生产的货物。
249	2	市	zy113	zɿ113	0.0	巾	review/images/page_249_0002.png	巾勾1 13 揉巾。
250	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	屯影院	review/images/page_250_0000.png	"屯影院d元"" j 1J甘5 fii011 "
250	1	电影院	dien11in11yoen11	diẽ11iŋ11ɦiø̃11	0.0	性干	review/images/page_250_0001.png	性干dOl)和t罚贮旧时指妓队
250	2	堂子	daon11tsy55	dɒŋ11tsɿ55	0.0	贮旧时指妓队	review/images/page_250_0002.png	性干dOl)和t罚贮旧时指妓队
250	22	地址	di11tsy11	di11tsɿ11	0.0	划	review/images/page_250_0022.png	划扯却［落吭· 1 di11tcia?~5[Jo? 伊dOIJ县]l也hl:a
250	23	地脚	di11ciaq1	di11tɕiaʔ1	0.0	也	review/images/page_250_0023.png	划扯却［落吭· 1 di11tcia?~5[Jo? 伊dOIJ县]l也hl:a
250	27	村坊	tsheen33faon52	tsʰẽ33fɒŋ52	0.4	扎村子	review/images/page_250_0027.png	村宫t s11endol)扎村子。
250	28	路	lu11	lu11	0.0	村坊	review/images/page_250_0028.png	村坊ts11e~~fo1J '2
251	1	上坡路	zan115pho55lu52	zaŋ115pʰɒ55lu52	0.0	卜	review/images/page_251_0001.png	卜坡路z01J1' p研lu 11
251	10	四岔路口	sy33tsho33lu33kheu33	sɿ33tsʰɒ33lu33kʰə33	0.25	四	review/images/page_251_0010.png	"四岔路口si3""1ts11o33 lu且K呤铲"
252	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	火午站	review/images/page_252_0000.png	火午站hu叮Sh咄dz元矿
252	1	火车站	hu335ciu55dzaen52	hu335tɕy55dzæ̃52	0.0	元	review/images/page_252_0001.png	火午站hu叮Sh咄dz元矿
252	19	电车	dien11ciu11	diẽ11tɕy11	0.0	屯	review/images/page_252_0019.png	屯乍die11 ts11o;; 
252	23	三轮车	saen33leen55ciu52	sæ̃33lẽ55tɕy52	0.4	板车	review/images/page_252_0023.png	塌车th忒许tshos2板车。
253	1	轮船	leen11zeen52	lẽ11zẽ52	0.4	小火轮	review/images/page_253_0001.png	小火轮cio315Jm铲l础小轮船”
253	2	小火轮	shiau335hu55leen52	ɕiɤ335hu55lẽ52	0.0	铲	review/images/page_253_0002.png	小火轮cio315Jm铲l础小轮船”
253	6	小划船	shiau335wo55zeen52	ɕiɤ335ɦɒ55zẽ52	0.0	扣砌	review/images/page_253_0006.png	小划船cio335uo扣砌
253	12	摇橹的船	yau11lu55tiq5zeen52	ɦɤ11lu55tiʔ5zẽ52	0.3333	快船	review/images/page_253_0012.png	快船khua33Z础摇四粕的船。
253	13	快船	khua33zeen33	kʰua33zẽ33	0.3333	四粕的船	review/images/page_253_0013.png	快船khua33Z础摇四粕的船。
253	14	摇四橹的船	yau11sy55lu55tiq5zeen52	ɦɤ11sɿ55lu55tiʔ5zẽ52	0.25	限肮船	review/images/page_253_0014.png	限］肮船［和a 11)601)和z甜兼载客货的长途班船，一般傍晚启航C
254	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	枙	review/images/page_254_0000.png	枙QUE~'I
254	1	桅	gue231	ɡuᴇ231	0.0	粕	review/images/page_254_0001.png	粕lu 11'
254	2	橹	lu113	lu113	0.0	人粕	review/images/page_254_0002.png	人粕do 11 lu忙
254	3	大橹	da11lu11	da11lu11	0.0	小粕	review/images/page_254_0003.png	小粕cio33' 1u扩
254	4	小槽	shiau335za52	ɕiɤ335za52	0.0	桨	review/images/page_254_0004.png	桨t<;ial)氐
254	8	用脚蹬的桨	yon11ciaq1tiq1cian11	ɦoŋ11tɕiaʔ1tiʔ1tɕiaŋ11	0.0	抒杆	review/images/page_254_0008.png	抒．杆ts11a1J1ik础' o I 
254	9	桨桩	cian335tsaon52	tɕiaŋ335tsɒŋ52	0.0	础	review/images/page_254_0009.png	抒．杆ts11a1J1ik础' o I 
254	11	杆	keen335	kẽ335	0.0	直插在船头	review/images/page_254_0011.png	战杆ts11o1J 33k卿固定船的竹杆'-直插在船头。
254	14	锚	mau231	mɤ231	0.0	阳	review/images/page_254_0014.png	/-阳1~ 1 mo 己l
254	16	双翼飞机	saon33yiq5fi55ci52	sɒŋ33ɦiʔ5fi55tɕi52	0.25	双	review/images/page_254_0016.png	双Si'J 飞札L SOIJ j伽e?~3 fi芬tci5l
254	27	龙头	lon11deu52	loŋ11də52	0.0	甘	review/images/page_254_0027.png	邮粟fii对phiO甘
254	28	旧词	jieu11dzy11	dʑiə11dzɿ11	0.0	龙头	review/images/page_254_0028.png	龙头lOIJ和d设旧词。
254	29	信	shin33	ɕiŋ33	0.0	词	review/images/page_254_0029.png	龙头lOIJ和d设旧词。
256	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	课沼	review/images/page_256_0000.png	课沼k1,013do1J铲
256	1	课堂	kho33daon33	kʰɒ33dɒŋ33	0.0	铲	review/images/page_256_0001.png	课沼k1,013do1J铲
256	21	蘸水钢笔	tsaen33sy33kaon33piq3	tsæ̃33sɿ33kɒŋ33piʔ3	0.0	儒	review/images/page_256_0021.png	自米水笔可111E和s儒pie?t!
256	29	笔帽	piq3ma55	piʔ3ma55	0.0	铲	review/images/page_256_0029.png	笔管pie?fku0铲
257	0	笔套管	piq3thau55kuoen52	piʔ3tʰɤ55kuø̃52	0.3333	笔会节	review/images/page_257_0000.png	笔会节pie?i5t11忒ku豁指毛笔的笔粕
257	18	徽章	hue33tsaon52	huᴇ33tsɒŋ52	0.0	徵序	review/images/page_257_0018.png	徵序hu啦S OI)~~
258	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	书	review/images/page_258_0000.png	'1 j书'fftil) ,.Cyi{tiIJ笘
258	1	钉书钉	tin33shiu55tin52	tiŋ33ɕy55tiŋ52	0.0	笘	review/images/page_258_0001.png	'1 j书'fftil) ,.Cyi{tiIJ笘
258	5	封皮	fon33bi52	foŋ33bi52	0.0	打支	review/images/page_258_0005.png	」打支folJ ;{b谐」寸今
258	6	封条	fon33tiau52	foŋ33tiɤ52	0.0	寸今	review/images/page_258_0006.png	」打支folJ ;{b谐」寸今
258	11	一百分	iq3paq5feen52	iʔ3paʔ5fẽ52	0.0	夕	review/images/page_258_0011.png	. I'I夕} ie'?~;pa?~5fe12 
258	13	零蛋	ihin33daen55	hiŋ33dæ̃55	0.4	指零分	review/images/page_258_0013.png	冬货litJfi' dce~l 指零分t
258	15	文凭	veen11bin52	vẽ11biŋ52	0.0	泣礼别	review/images/page_258_0015.png	(1·,,: ba? 泣礼别' r'
258	16	白字	baq1zy55	baʔ1zɿ55	0.0	倡	review/images/page_258_0016.png	倡·j<ts11o '1芍甘
258	17	错字	tsho33zy33	tsʰɒ33zɿ33	0.0	片	review/images/page_258_0017.png	I·. ii1; t11u mfiuo片
258	18	上话	zan115wo52	zaŋ115ɦɒ52	0.0	沺	review/images/page_258_0018.png	方言fol)轩fii否S 1.folJ沺i邸
258	22	故事传说	ku335zy55dzeen55se52	ku335zɿ55dzẽ55sᴇ52	0.0	灼	review/images/page_258_0022.png	大头人i,~ do 11d对t州睬fiuo灼do 11d对I 11i I)邸LIO灼多指忡令j心i延的
258	25	对子	te33tsy33	tᴇ33tsɿ33	0.0	村	review/images/page_258_0025.png	村(t矿ts雷
258	26	谜语	mi11gniu55	mi11ȵy55	0.0	雷	review/images/page_258_0026.png	村(t矿ts雷
258	28	小说书	shiau335se55shiu52	ɕiɤ335sᴇ55ɕy52	0.0	沁	review/images/page_258_0028.png	谜诏mi和fiy甘' ,m fr沁yU飞
259	17	出现	tsheq3yen55	tsʰᴇʔ3ɦẽ55	0.0	多打鬼魅	review/images/page_259_0017.png	口连戏mo?平l忍归i裴绍剧的利' ·内容为目连救母，多打鬼魅
259	24	鹞	liau11	liɤ11	0.0	鸥	review/images/page_259_0024.png	鸥fii0 11指风筝。
260	2	箫	shiau52	ɕiɤ52	0.0	罚	review/images/page_260_0002.png	叫比比t~io33p烘pi罚
260	4	二胡	gni11lu11	ȵi11lu11	0.0	一词	review/images/page_260_0004.png	一词jO,i11fiU杻
260	12	梅花	me11huo52	mᴇ11huɒ52	0.0	才旨	review/images/page_260_0012.png	朴}才．rru三汗huo52才旨11贞RI内。
260	18	小提琴	shiau335di55jin52	ɕiɤ335di55dʑiŋ52	0.3333	小	review/images/page_260_0018.png	小捉琴~io四擂d~iIJ铲
260	20	旧词	jieu11dzy11	dʑiə11dzɿ11	0.0	铲	review/images/page_260_0020.png	梵华贷v元郘uo铲litj扩旧词。英语violin 的音译。
260	29	糊脸子	wu11lien55tsy52	ɦu11liẽ55tsɿ52	0.0	铲	review/images/page_260_0029.png	扑克牌phO符khe?;5ba铲
261	0	嬉家生	shi33cia55san52	ɕi33tɕia55saŋ52	0.0	知	review/images/page_261_0000.png	女忱如I:: 础ko~知sa1)52 玩H
261	1	摇骨东	yau11kueq5ton52	ɦɤ11kuᴇʔ5toŋ52	0.2857	括干忏东	review/images/page_261_0001.png	括干忏东·fiio和kue'汴tot) ~; 拨浪鼓
261	15	劳什	lau11zeq5	lɤ11zᴇʔ5	0.0	昭	review/images/page_261_0015.png	昭I· lo铲z~宵
261	16	事体	zy11thi11	zɿ11tʰi11	0.0	宵	review/images/page_261_0016.png	昭I· lo铲z~宵
262	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	怕惧	review/images/page_262_0000.png	，怕惧p如血y片11」忌讳的人或F : 个小入儿法尤天，一些唔有～。
262	1	福气	foq3chi55	foʔ3tɕʰi55	0.0	片	review/images/page_262_0001.png	，怕惧p如血y片11」忌讳的人或F : 个小入儿法尤天，一些唔有～。
262	2	怕惧	pho33jiu33	pʰɒ33dʑy33	0.0	个小入儿	review/images/page_262_0002.png	，怕惧p如血y片11」忌讳的人或F : 个小入儿法尤天，一些唔有～。
262	13	相道	shian33da55	ɕiaŋ33da55	0.0	衵迫	review/images/page_262_0013.png	衵迫<;;ial)JJdo阳指入的行为举仆3
262	17	精神	cin33zeen52	tɕiŋ33zẽ52	0.0	础	review/images/page_262_0017.png	粘神tc,;iI)昔z础
262	32	脚路	ciaq3lu55	tɕiaʔ3lu55	0.0	贮办认	review/images/page_262_0032.png	法逍阮?jsdo贮办认
264	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	亮话	review/images/page_264_0000.png	亮话lia1J 11 fiuo11 不能卤说但斐人叨白的话。
264	2	凡话	vaen11wo55	væ̃11ɦɒ55	0.0	县	review/images/page_264_0002.png	凡话v无铲fiuo县）一11 自己的经验来说叩巾理。
264	10	东	ton52	toŋ52	0.0	给入的	review/images/page_264_0010.png	沾把fiuo11pott给入的门实。
264	11	南	neen231	nẽ231	0.0	方向位置	review/images/page_264_0011.png	22. 方向、位置
264	12	西	shi52	ɕi52	0.0	尔	review/images/page_264_0012.png	尔to1J52
264	23	南面	neen11mien55	nẽ11miẽ55	0.0	屁	review/images/page_264_0023.png	屁j 向n甜mie县
264	28	北边	poq3pien52	poʔ3piẽ52	0.0	铲	review/images/page_264_0028.png	北首po许S¥铲
265	3	顶上头	teon335zan55deu52	təŋ335zaŋ55də52	0.4	贝上	review/images/page_265_0003.png	J贝上Vs:ti1l35zDIJ ~~d欢~Ih支1勹1tri t 
265	17	借	cia33	tɕia33	0.0	呴则个切	review/images/page_265_0017.png	"倡．首面t<;;ia33S凶mie片”倡"".本字为“ 左＇、《｝、呴》则个切"
265	19	右面	yeu115mien52	ɦə115miẽ52	0.0	和	review/images/page_265_0019.png	和(ri fii咄m啋
265	21	外	nga11	ŋa11	0.0	和	review/images/page_265_0021.png	夕卜[ 、i什］头、rJa 11 [fiie11]d¥和
266	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	边	review/images/page_266_0000.png	边［沿］头p諒[fii拟]d齿
266	1	边	pien52	piẽ52	0.0	諒	review/images/page_266_0001.png	边［沿］头p諒[fii拟]d齿
266	9	贴隔壁	thiaq3kaq5piq54	tʰiaʔ3kaʔ5piʔ54	0.3333	贴	review/images/page_266_0009.png	贴l祸呡th ie汗k汜背pie?1!紧邻。
266	14	两边	lian115pien52	liaŋ115piẽ52	0.0	巳	review/images/page_266_0014.png	两旁边liaIJ 识boJJ伊pies2 两边巳
266	26	偏远处	phien33yoen55chiu52	pʰiẽ33ɦiø̃55tɕʰy52	0.0	汗	review/images/page_266_0026.png	打角浓头tal) 335ko汗Ion 一ld咄偏远处。
266	30	拐角处	kua335koq5chiu52	kua335koʔ5tɕʰy52	0.4	韶处	review/images/page_266_0030.png	摆角汇头pa335ko?~5 fi u忒d¥约拐f韶处。
267	1	动词	don115dzy52	doŋ115dzɿ52	0.0	自然现象	review/images/page_267_0001.png	1. 自然现象
267	9	彩色跃动	tshe335seoq5yaq5don52	tsʰᴇ335səʔ5ɦaʔ5doŋ52	0.0	元	review/images/page_267_0009.png	天开眼thj忒khE;fo元113旧时迷信指当时天上有声，云丿去开裂处钉
268	0	第八章	di11paeq1tsaon11	di11pæʔ1tsɒŋ11	0.0	雨夹飞	review/images/page_268_0000.png	雨夹飞fiy ::妇？扣ie?~~
268	1	雨夹雪	yu115kaeq5shiq54	ɦy115kæʔ5ɕiʔ54	0.0	扣	review/images/page_268_0001.png	雨夹飞fiy ::妇？扣ie?~~
268	2	雪顶雪	shiq3teon55shiq54	ɕiʔ3təŋ55ɕiʔ54	0.3333	飞顶甘	review/images/page_268_0002.png	飞顶甘c;; ie?如I)穸( -iIJ )c;;ie?11 上一场盂还没有化尽义卜一上马
268	3	开雪眼	khe33shiq5ngaen52	kʰᴇ33ɕiʔ5ŋæ̃52	0.0	月古限	review/images/page_268_0003.png	月古限kh试沁ie?j5 lJ元炉指日光穿／伎气尽、人即将放晤L
268	6	落露水	loq1lu55sy52	loʔ1lu55sɿ52	0.3333	浴森水	review/images/page_268_0006.png	浴森水lo?f lu 11罚铲下高水
