row_id,page,hanzi,wupin,alt_wupin,note,legacy_ipa_ocr,has_wupin,source,ipa_from_wupin,ipa_conversion_status,ipa_label_source,wupin_from_ipa,wupin_from_ipa_status
r03733,249,饭店,vaen11tien55,vaen2;vaen6,,væ̃ti,True,result_all_converted.xlsx,væ̃¹¹tiẽ⁵⁵,ok,rule_from_trusted_wupin,vaen11tien55,ok
r03734,249,馆子,kuoen335tsy52,tsy3;tseq7,小饭店,fkuø̃tskuøtsʔtt,True,result_all_converted.xlsx,kuøŋ³³⁵tsy⁵²,ok,rule_from_trusted_wupin,kuoen335tsy52,ok
r03735,249,馆子店,kuoen335tsy55tien52,tsy3;tseq7,,lkutsʔti,True,result_all_converted.xlsx,kuøŋ³³⁵tsy⁵⁵tiẽ⁵²,ok,rule_from_trusted_wupin,kuoen335tsy55tien52,ok
r03736,249,茶馆,dzo11kuoen55,,店,fdzoʔkuø̃ti,True,result_all_converted.xlsx,dzo¹¹kuøŋ⁵⁵,ok,rule_from_trusted_wupin,dzo11kuoen55,ok
r03737,249,旅馆,li115kuoen52,liu4;114;liu4,,likɕ,True,result_all_converted.xlsx,li¹¹⁵kuøŋ⁵²,ok,rule_from_trusted_wupin,li115kuoen52,ok
r03738,249,客栈,khaq3dzaen55,dzaen4;dzaen4,较简陋的旅社,kkʰaʔdzæ̃,True,result_all_converted.xlsx,kʰaʔ³dzæ̃⁵⁵,ok,rule_from_trusted_wupin,khaq3dzaen55,ok
r03739,249,宿夜店,shieu33ya33tien33,soq7,小旅社,soɦialtiẽkl,True,result_all_converted.xlsx,ɕiɤ³³ɦa³³tiẽ³³,ok,rule_from_trusted_wupin,shieu33ya33tien33,ok
r03740,249,浴室,gnioeq1seq5,gnioeq8;yoeq8;yoeq8;gnioq8;yoq8seoq7;seoq7,,iɦioʔsəʔ,True,result_all_converted.xlsx,ȵiøʔ¹səʔ⁵,ok,rule_from_trusted_wupin,gnioeq1seq5,ok
r03741,249,混堂,wen115daon52,wen4;woen4,旧词,ɦuẽdɒŋl,True,result_all_converted.xlsx,ɦəŋ¹¹⁵dɒŋ⁵²,ok,rule_from_trusted_wupin,wen115daon52,ok
r03742,249,理发店,li115faeq5tien52,faeq7;faeq7,,llifʔti,True,result_all_converted.xlsx,li¹¹⁵fæʔ⁵tiẽ⁵²,ok,rule_from_trusted_wupin,li115faeq5tien52,ok
r03743,249,剃头店,thi33deu33tien33,,,tʰidtiẽ,True,result_all_converted.xlsx,tʰi³³dɤ³³tiẽ³³,ok,rule_from_trusted_wupin,thi33deu33tien33,ok
r03744,249,剃头担,thi33deu33taen33,taen1;taen5,,tʰit,True,result_all_converted.xlsx,tʰi³³dɤ³³tæ̃³³,ok,rule_from_trusted_wupin,thi33deu33taen33,ok
r03745,249,书店,shiu33tien55,,,ɕytiẽ,True,result_all_converted.xlsx,ɕiɤ³³tiẽ⁵⁵,ok,rule_from_trusted_wupin,shiu33tien55,ok
r03746,249,照相馆,tsau33shian33kuoen33,shian5;shian5,,ltttsɒiaŋkuø,True,result_all_converted.xlsx,tsɒ³³ɕiaŋ³³kuøŋ³³,ok,rule_from_trusted_wupin,tsau33shian33kuoen33,ok
r03747,249,照相店,tsau33shian33tien33,shian5;shian5,,kltsɒɕiaŋtiẽ,True,result_all_converted.xlsx,tsɒ³³ɕiaŋ³³tiẽ³³,ok,rule_from_trusted_wupin,tsau33shian33tien33,ok
r03748,249,戏院,shi33yoen33,,,lɕiɦiø̃,True,result_all_converted.xlsx,ɕi³³ɦøŋ³³,ok,rule_from_trusted_wupin,shi33yoen33,ok
r03749,249,剧院,yoen11,,,tdʑiʔɦiø̃,True,result_all_converted.xlsx,ɦøŋ¹¹,ok,rule_from_trusted_wupin,yoen11,ok
r03750,249,戏馆,shi33kuoen33,,,tikuø,True,result_all_converted.xlsx,ɕi³³kuøŋ³³,ok,rule_from_trusted_wupin,shi33kuoen33,ok
r03751,250,第七章,di11chiq1tsaon11,,绍兴方言分类词汇中,,True,result_all_converted.xlsx,di¹¹tɕʰiʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin,di11chiq1tsaon11,ok
r03752,250,电影院,dien11in11yoen11,,,kdiiŋɦiø,True,result_all_converted.xlsx,diẽ¹¹iŋ¹¹ɦøŋ¹¹,ok,rule_from_trusted_wupin,dien11in11yoen11,ok
r03753,250,堂子,daon11tsy55,tsy3;tseq7,旧时指妓院,fdɒŋtslll,True,result_all_converted.xlsx,dɒŋ¹¹tsy⁵⁵,ok,rule_from_trusted_wupin,daon11tsy55,ok
r03754,250,当店,taon33tien55,taon1;taon5,当铺,ltɒŋtiẽ,True,result_all_converted.xlsx,tɒŋ³³tiẽ⁵⁵,ok,rule_from_trusted_wupin,taon33tien55,ok
r03755,250,买主,ma115ciu52,,顾客,matyki,True,result_all_converted.xlsx,ma¹¹⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,ma115ciu52,ok
r03756,250,客户,khaq3wu55,,,kʰaʔɦu,True,result_all_converted.xlsx,kʰaʔ³ɦu⁵⁵,ok,rule_from_trusted_wupin,khaq3wu55,ok
r03757,250,观众,kuoen33tson55,kuoen1;kuoen5,,kuøtsoŋ,True,result_all_converted.xlsx,kuøŋ³³tsoŋ⁵⁵,ok,rule_from_trusted_wupin,kuoen33tson55,ok
r03758,250,听众,thin33tson33,thin5,,liŋtsoŋ,True,result_all_converted.xlsx,tʰiŋ³³tsoŋ³³,ok,rule_from_trusted_wupin,thin33tson33,ok
r03759,250,国家,kuoq3cia52,ke1;ko1;ko1;ko1;cio1,,lʔti,True,result_all_converted.xlsx,kuoʔ³tɕia⁵²,ok,rule_from_trusted_wupin,kuoq3cia52,ok
r03760,250,国度,kuoq3du55,gbop,,lkuoʔdu,True,result_all_converted.xlsx,kuoʔ³du⁵⁵,ok,rule_from_trusted_wupin,kuoq3du55,ok
r03761,250,本国,peen335kuoq54,,,llpẽkuoʔ,True,result_all_converted.xlsx,pẽ³³⁵kuoʔ⁵⁴,ok,rule_from_trusted_wupin,peen335kuoq54,ok
r03762,250,外国,nga11kuoq1,nga6;wa6,,lllŋakuoʔ,True,result_all_converted.xlsx,ŋa¹¹kuoʔ¹,ok,rule_from_trusted_wupin,nga11kuoq1,ok
r03763,250,首都,seu335tu52,lu1;tu5,,tsɤtu,True,result_all_converted.xlsx,sɤ³³⁵tu⁵²,ok,rule_from_trusted_wupin,seu335tu52,ok
r03764,250,省城,san335dzeon52,san3;seon3;seon3;shin3,,saŋdzəŋ,True,result_all_converted.xlsx,saŋ³³⁵dzəŋ⁵²,ok,rule_from_trusted_wupin,san335dzeon52,ok
r03765,250,省会,san335kue52,san3;seon3;seon3;shin3kue5;we6,,saŋɦu,True,result_all_converted.xlsx,saŋ³³⁵kue⁵²,ok,rule_from_trusted_wupin,san335kue52,ok
r03766,250,城市,dzeon11zy55,,,lidzŋzl,True,result_all_converted.xlsx,dzəŋ¹¹zy⁵⁵,ok,rule_from_trusted_wupin,dzeon11zy55,ok
r03767,250,县城,yen11dzeon11,yen6;yoen6,,ɦidzəŋ,True,result_all_converted.xlsx,ɦəŋ¹¹dzəŋ¹¹,ok,rule_from_trusted_wupin,yen11dzeon11,ok
r03768,250,故乡,ku335shian52,cny;cnx;e,,kkuɕiaŋ,True,result_all_converted.xlsx,ku³³⁵ɕiaŋ⁵²,ok,rule_from_trusted_wupin,ku335shian52,ok
r03769,250,家乡,cia33shian52,ke1;ko1;ko1;ko1;cio1,,tɕioɕiaŋkoɕiaŋ,True,result_all_converted.xlsx,tɕia³³ɕiaŋ⁵²,ok,rule_from_trusted_wupin,cia33shian52,ok
r03770,250,本埠,peen335bu52,,,tlpẽbu,True,result_all_converted.xlsx,pẽ³³⁵bu⁵²,ok,rule_from_trusted_wupin,peen335bu52,ok
r03771,250,外地,nga11di11,nga6;wa6,,tŋadi,True,result_all_converted.xlsx,ŋa¹¹di¹¹,ok,rule_from_trusted_wupin,nga11di11,ok
r03772,250,门牌,meen11ba52,,,mba,True,result_all_converted.xlsx,mẽ¹¹ba⁵²,ok,rule_from_trusted_wupin,meen11ba52,ok
r03773,250,地址,di11tsy11,,,,True,result_all_converted.xlsx,di¹¹tsy¹¹,ok,rule_from_trusted_wupin,di11tsy11,ok
r03774,250,地脚,di11ciaq1,,落宕,kditɕiaʔloʔdɒŋl,True,result_all_converted.xlsx,di¹¹tɕiaʔ¹,ok,rule_from_trusted_wupin,di11ciaq1,ok
r03775,250,城里,dzeon11li55,li4;114;li4,头,dzəŋlidɤ,True,result_all_converted.xlsx,dzəŋ¹¹li⁵⁵,ok,rule_from_trusted_wupin,dzeon11li55,ok
r03776,250,乡下,shian33gho55,gho4;gho6;yo4,头,ɕiaŋɦodɤ,True,result_all_converted.xlsx,ɕiaŋ³³ɦo⁵⁵,ok,rule_from_trusted_wupin,shian33gho55,ok
r03777,250,村宕,tsheen33dan55,tshoen1dan6;daon6,村,fitsʰdɒŋft,True,result_all_converted.xlsx,tsʰẽ³³daŋ⁵⁵,ok,rule_from_trusted_wupin,tsheen33dan55,ok
r03778,250,村坊,tsheen33faon52,tshoen1,,ktttsʰẽifɒŋ,True,result_all_converted.xlsx,tsʰẽ³³fɒŋ⁵²,ok,rule_from_trusted_wupin,tsheen33faon52,ok
r03779,250,路,lu11,,,lu,True,result_all_converted.xlsx,lu¹¹,ok,rule_from_trusted_wupin,lu11,ok
r03780,251,街路,ka33lu55,,街道,tkalul,True,result_all_converted.xlsx,ka³³lu⁵⁵,ok,rule_from_trusted_wupin,ka33lu55,ok
r03781,251,上坡路,zan115pho55lu52,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,llzɒŋpʰolu,True,result_all_converted.xlsx,zaŋ¹¹⁵pʰo⁵⁵lu⁵²,ok,rule_from_trusted_wupin,zan115pho55lu52,ok
r03782,251,下坡路,gho115pho55lu52,gho4;gho6;yo4,,fɦopʰolu,True,result_all_converted.xlsx,ɦo¹¹⁵pʰo⁵⁵lu⁵²,ok,rule_from_trusted_wupin,gho115pho55lu52,ok
r03783,251,大街,da11ka11,do6,,ktdoka,True,result_all_converted.xlsx,da¹¹ka¹¹,ok,rule_from_trusted_wupin,da11ka11,ok
r03784,251,小路,shiau335lu52,,,tl,True,result_all_converted.xlsx,ɕiɒ³³⁵lu⁵²,ok,rule_from_trusted_wupin,shiau335lu52,ok
r03785,251,弄,lon113,1o114;lon6,堂胡同,iloŋdɒŋli,True,result_all_converted.xlsx,loŋ¹¹³,ok,rule_from_trusted_wupin,lon113,ok
r03786,251,巷,ghaon11,,,ɦɒŋ,True,result_all_converted.xlsx,ɦɒŋ¹¹,ok,rule_from_trusted_wupin,ghaon11,ok
r03787,251,十字路口,zeq1zy55lu55kheu52,,,llzʔlukʰs,True,result_all_converted.xlsx,zəʔ¹zy⁵⁵lu⁵⁵kʰɤ⁵²,ok,rule_from_trusted_wupin,zeq1zy55lu55kheu52,ok
r03788,251,丁字路口,tin33zy55lu55kheu52,,,llltiŋzklukkʰɤ,True,result_all_converted.xlsx,tiŋ³³zy⁵⁵lu⁵⁵kʰɤ⁵²,ok,rule_from_trusted_wupin,tin33zy55lu55kheu52,ok
r03789,251,三岔路口,saen33tsho55lu55kheu52,,,lsæ̃tsʰolukʰɤs,True,result_all_converted.xlsx,sæ̃³³tsʰo⁵⁵lu⁵⁵kʰɤ⁵²,ok,rule_from_trusted_wupin,saen33tsho55lu55kheu52,ok
r03790,251,四岔路口,sy33tsho33lu33kheu33,,,lllstsʰolukʰ,True,result_all_converted.xlsx,sy³³tsʰo³³lu³³kʰɤ³³,ok,rule_from_trusted_wupin,sy33tsho33lu33kheu33,ok
r03791,251,城墙,dzeon11jian52,,,kdzŋdʑiaŋ,True,result_all_converted.xlsx,dzəŋ¹¹dʑiaŋ⁵²,ok,rule_from_trusted_wupin,dzeon11jian52,ok
r03792,251,城门,dzeon11meen52,,,dzəŋmẽs,True,result_all_converted.xlsx,dzəŋ¹¹mẽ⁵²,ok,rule_from_trusted_wupin,dzeon11meen52,ok
r03793,251,水城门,sy335dzeon55meen52,sy3;se3,河道上的城门,klsdzəŋmẽul,True,result_all_converted.xlsx,sy³³⁵dzəŋ⁵⁵mẽ⁵²,ok,rule_from_trusted_wupin,sy335dzeon55meen52,ok
r03794,251,行人道,ghan11zeen55da52,yin2;yin2;ghaon2;ghaon2gnin2da4;dau4,人行道,ɦiŋzẽdɒii,True,result_all_converted.xlsx,ɦaŋ¹¹zẽ⁵⁵da⁵²,ok,rule_from_trusted_wupin,ghan11zeen55da52,ok
r03795,251,走路,tseu335lu52,,通道,tlutfi,True,result_all_converted.xlsx,tsɤ³³⁵lu⁵²,ok,rule_from_trusted_wupin,tseu335lu52,ok
r03796,251,走路口,tseu335lu55kheu52,,,ltsukʰ,True,result_all_converted.xlsx,tsɤ³³⁵lu⁵⁵kʰɤ⁵²,ok,rule_from_trusted_wupin,tseu335lu55kheu52,ok
r03797,251,火车路,hu335ciu55lu52,cru1;tsho1,,khtsʰol,True,result_all_converted.xlsx,hu³³⁵tɕiɤ⁵⁵lu⁵²,ok,rule_from_trusted_wupin,hu335ciu55lu52,ok
r03798,251,铁路,thiq3lu55,,,tltʰiʔlu,True,result_all_converted.xlsx,tʰiʔ³lu⁵⁵,ok,rule_from_trusted_wupin,thiq3lu55,ok
r03799,251,汽车路,chi33ciu33lu33,cru1;tsho1,,tʰitsʰol,True,result_all_converted.xlsx,tɕʰi³³tɕiɤ³³lu³³,ok,rule_from_trusted_wupin,chi33ciu33lu33,ok
r03800,251,公路,kuon33lu55,,,kuoŋluk,True,result_all_converted.xlsx,kuoŋ³³lu⁵⁵,ok,rule_from_trusted_wupin,kuon33lu55,ok
r03801,251,马路,mha33lu55,mha1;mo4,,molu,True,result_all_converted.xlsx,m̥a³³lu⁵⁵,ok,rule_from_trusted_wupin,mha33lu55,ok
r03802,251,纤路,chien33lu55,chien5;shien1,拉纤的路,tɕʰiẽlukkit,True,result_all_converted.xlsx,tɕʰiẽ³³lu⁵⁵,ok,rule_from_trusted_wupin,chien33lu55,ok
r03803,251,塘路,daon11lu55,,堤塘边供行走或拉纤的路,dɒŋluttk,True,result_all_converted.xlsx,dɒŋ¹¹lu⁵⁵,ok,rule_from_trusted_wupin,daon11lu55,ok
r03804,251,避塘,bi11daon11,,在湖中堆土石用作纤路也供船只躲避风浪,tbidɒŋkftlk,True,result_all_converted.xlsx,bi¹¹dɒŋ¹¹,ok,rule_from_trusted_wupin,bi11daon11,ok
r03805,251,凉亭,lian11din52,,,liaŋdiŋt,True,result_all_converted.xlsx,liaŋ¹¹diŋ⁵²,ok,rule_from_trusted_wupin,lian11din52,ok
r03806,251,桥,jiau231,,,dʑiɒ,True,result_all_converted.xlsx,dʑiɒ²³¹,ok,rule_from_trusted_wupin,jiau231,ok
r03807,251,车站,ciu33dzaen55,cru1;tsho1,,tsʰodzæ̃l,True,result_all_converted.xlsx,tɕiɤ³³dzæ̃⁵⁵,ok,rule_from_trusted_wupin,ciu33dzaen55,ok
r03808,251,站头,dzaen115deu52,,,dzd,True,result_all_converted.xlsx,dzæ̃¹¹⁵dɤ⁵²,ok,rule_from_trusted_wupin,dzaen115deu52,ok
r03809,252,第七章,di11chiq1tsaon11,,,,True,result_all_converted.xlsx,di¹¹tɕʰiʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin,di11chiq1tsaon11,ok
r03810,252,火车站,hu335ciu55dzaen52,cru1;tsho1,,khtsʰodz,True,result_all_converted.xlsx,hu³³⁵tɕiɤ⁵⁵dzæ̃⁵²,ok,rule_from_trusted_wupin,hu335ciu55dzaen52,ok
r03811,252,汽车站,chi33ciu33dzaen33,cru1;tsho1,,iltɕʰitsʰodzæ̃l,True,result_all_converted.xlsx,tɕʰi³³tɕiɤ³³dzæ̃³³,ok,rule_from_trusted_wupin,chi33ciu33dzaen33,ok
r03812,252,码头,mo115deu52,,,mod,True,result_all_converted.xlsx,mo¹¹⁵dɤ⁵²,ok,rule_from_trusted_wupin,mo115deu52,ok
r03813,252,渡船头,du11zeen11deu11,zeen2;zoen2,渡口,dzẽdll,True,result_all_converted.xlsx,du¹¹zẽ¹¹dɤ¹¹,ok,rule_from_trusted_wupin,du11zeen11deu11,ok
r03814,252,飞机场,fi33ci55dzan52,,,lfitidzaŋ,True,result_all_converted.xlsx,fi³³tɕi⁵⁵dzaŋ⁵²,ok,rule_from_trusted_wupin,fi33ci55dzan52,ok
r03815,252,火车,hu335ciu52,cru1;tsho1,,khutsʰloŋdɤ,True,result_all_converted.xlsx,hu³³⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,hu335ciu52,ok
r03816,252,火车,hu335ciu52,cru1;tsho1,龙头,khutsʰloŋdɤ,True,result_all_converted.xlsx,hu³³⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,hu335ciu52,ok
r03817,252,客车,khaq3ciu52,cru1;tsho1,载客的火车或汽车,kaʔtsʰotky,True,result_all_converted.xlsx,kʰaʔ³tɕiɤ⁵²,ok,rule_from_trusted_wupin,khaq3ciu52,ok
r03818,252,货色车,hu33seoq3ciu33,cru1;tsho1,装货物的火车或汽车,thusəʔtsʰok,True,result_all_converted.xlsx,hu³³səʔ³tɕiɤ³³,ok,rule_from_trusted_wupin,hu33seoq3ciu33,ok
r03819,252,汽车,chi33ciu33,cru1;tsho1,,ititsʰo,True,result_all_converted.xlsx,tɕʰi³³tɕiɤ³³,ok,rule_from_trusted_wupin,chi33ciu33,ok
r03820,252,轿车,jiau11ciu11,cru1;tsho1,,dʑiɒtsʰo,True,result_all_converted.xlsx,dʑiɒ¹¹tɕiɤ¹¹,ok,rule_from_trusted_wupin,jiau11ciu11,ok
r03821,252,小包车,shiau335pa55ciu52,pau1cru1;tsho1,,ɕiɒpɒtsʰoɕŋpatsʰo,True,result_all_converted.xlsx,ɕiɒ³³⁵pa⁵⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,shiau335pa55ciu52,ok
r03822,252,救火车,cieu33hu33ciu33,cru1;tsho1,,kktiɤhutsʰo,True,result_all_converted.xlsx,tɕiɤ³³hu³³tɕiɤ³³,ok,rule_from_trusted_wupin,cieu33hu33ciu33,ok
r03823,252,救护车,cieu33wu33ciu33,wu6cru1;tsho1,,ttɕiɦtsʰo,True,result_all_converted.xlsx,tɕiɤ³³ɦu³³tɕiɤ³³,ok,rule_from_trusted_wupin,cieu33wu33ciu33,ok
r03824,252,卡车,kha335ciu52,cru1;tsho1,,kkʰatsʰo,True,result_all_converted.xlsx,kʰa³³⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,kha335ciu52,ok
r03825,252,三卡,saen33kha55,,三轮卡车,ksæ̃kʰak,True,result_all_converted.xlsx,sæ̃³³kʰa⁵⁵,ok,rule_from_trusted_wupin,saen33kha55,ok
r03826,252,马托车,mha33thoq5ciu52,mha1;mo4thoq7;thoq7cru1;tsho1,摩托车,lotʰoʔtsʰ,True,result_all_converted.xlsx,m̥a³³tʰoʔ⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,mha33thoq5ciu52,ok
r03827,252,马达掐,mha33daeq5khaeq54,mha1;mo4,旧词英语的音译,modʔkʰʔtiiimotoɕati,True,result_all_converted.xlsx,m̥a³³dæʔ⁵kʰæʔ⁵⁴,ok,rule_from_trusted_wupin,mha33daeq5khaeq54,ok
r03828,252,电车,dien11ciu11,cru1;tsho1,,litsʰo,True,result_all_converted.xlsx,diẽ¹¹tɕiɤ¹¹,ok,rule_from_trusted_wupin,dien11ciu11,ok
r03829,252,有轨电车,yeu115kue55dien55ciu52,cru1;tsho1,,ɦikɡitsʰo,True,result_all_converted.xlsx,ɦɤ¹¹⁵kue⁵⁵diẽ⁵⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,yeu115kue55dien55ciu52,ok
r03830,252,无轨电车,wu11kue55dien55ciu52,cru1;tsho1,,tttfktʰo,True,result_all_converted.xlsx,ɦu¹¹kue⁵⁵diẽ⁵⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,wu11kue55dien55ciu52,ok
r03831,252,塌车,thaeq3ciu52,cru1;tsho1,板车,tʰʔtsʰoh,True,result_all_converted.xlsx,tʰæʔ³tɕiɤ⁵²,ok,rule_from_trusted_wupin,thaeq3ciu52,ok
r03832,252,三轮车,saen33leen55ciu52,loen2;lin2cru1;tsho1,,slẽtsʰo,True,result_all_converted.xlsx,sæ̃³³lẽ⁵⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,saen33leen55ciu52,ok
r03833,252,黄包车,huaon33pa55ciu52,waon2pau1cru1;tsho1,人力车,fɦuɒŋpɒtsʰo,True,result_all_converted.xlsx,huɒŋ³³pa⁵⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,huaon33pa55ciu52,ok
r03834,252,脚踏车,ciaq3daeq5ciu52,cru1;tsho1,自行车,lltiaʔdʔtsʰo,True,result_all_converted.xlsx,tɕiaʔ³dæʔ⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,ciaq3daeq5ciu52,ok
r03835,252,踏脚车,daeq1ciaq5ciu52,cru1;tsho1,,ʔtiaʔtsʰo,True,result_all_converted.xlsx,dæʔ¹tɕiaʔ⁵tɕiɤ⁵²,ok,rule_from_trusted_wupin,daeq1ciaq5ciu52,ok
r03836,252,马车,mha33ciu52,mha1;mo4cru1;tsho1,,motsʰo,True,result_all_converted.xlsx,m̥a³³tɕiɤ⁵²,ok,rule_from_trusted_wupin,mha33ciu52,ok
r03837,252,轿,jiau11,,,dʑiɒ,True,result_all_converted.xlsx,dʑiɒ¹¹,ok,rule_from_trusted_wupin,jiau11,ok
r03838,253,船,zeen231,zeen2;zoen2,,ftzẽʔlʔ,True,result_all_converted.xlsx,zẽ²³¹,ok,rule_from_trusted_wupin,zeen231,ok
r03839,253,轮船,leen11zeen52,loen2;lin2zeen2;zoen2,,flz,True,result_all_converted.xlsx,lẽ¹¹zẽ⁵²,ok,rule_from_trusted_wupin,leen11zeen52,ok
r03840,253,小火轮,shiau335hu55leen52,loen2;lin2,小船,kpiɒlẽ,True,result_all_converted.xlsx,ɕiɒ³³⁵hu⁵⁵lẽ⁵²,ok,rule_from_trusted_wupin,shiau335hu55leen52,ok
r03841,253,帆船,vaen11zeen52,zeen2;zoen2,,væ̃zẽ,True,result_all_converted.xlsx,væ̃¹¹zẽ⁵²,ok,rule_from_trusted_wupin,vaen11zeen52,ok
r03842,253,划船,wo11zeen52,wo2;uo1;waq8zeen2;zoen2,,luozllklk,True,result_all_converted.xlsx,ɦo¹¹zẽ⁵²,ok,rule_from_trusted_wupin,wo11zeen52,ok
r03843,253,用桨划的船,yon11cian11wo11tiq1zeen11,wo2;uo1;waq8zeen2;zoen2,,,True,result_all_converted.xlsx,ɦoŋ¹¹tɕiaŋ¹¹ɦo¹¹tiʔ¹zẽ¹¹,ok,rule_from_trusted_wupin,yon11cian11wo11tiq1zeen11,ok
r03844,253,小划船,shiau335wo55zeen52,wo2;uo1;waq8zeen2;zoen2,,kiɒuoz,True,result_all_converted.xlsx,ɕiɒ³³⁵ɦo⁵⁵zẽ⁵²,ok,rule_from_trusted_wupin,shiau335wo55zeen52,ok
r03845,253,戳桨船,tshoq3cian55zeen52,zeen2;zoen2,,zoʔtɕiaŋzẽllllk,True,result_all_converted.xlsx,tsʰoʔ³tɕiaŋ⁵⁵zẽ⁵²,ok,rule_from_trusted_wupin,tshoq3cian55zeen52,ok
r03846,253,乌篷船,u33bon55zeen52,zeen2;zoen2,,lbŋzẽff,True,result_all_converted.xlsx,u³³boŋ⁵⁵zẽ⁵²,ok,rule_from_trusted_wupin,u33bon55zeen52,ok
r03847,253,赤膊船,tsheq3poq5zeen52,lsheg7;tsheoq7zeen2;zoen2,没有船篷的小船,tsʰʔpoʔzẽfkf,True,result_all_converted.xlsx,tsʰəʔ³poʔ⁵zẽ⁵²,ok,rule_from_trusted_wupin,tsheq3poq5zeen52,ok
r03848,253,坦船,thaen335zeen52,zeen2;zoen2,没有船篷的船,ltʰæ̃zẽ,True,result_all_converted.xlsx,tʰæ̃³³⁵zẽ⁵²,ok,rule_from_trusted_wupin,thaen335zeen52,ok
r03849,253,摇船,yau11zeen52,yau2;yau6zeen2;zoen2,,ɦiɒz,True,result_all_converted.xlsx,ɦɒ¹¹zẽ⁵²,ok,rule_from_trusted_wupin,yau11zeen52,ok
r03850,253,摇橹的船,yau11lu55tiq5zeen52,yau2;yau6zeen2;zoen2,,,True,result_all_converted.xlsx,ɦɒ¹¹lu⁵⁵tiʔ⁵zẽ⁵²,ok,rule_from_trusted_wupin,yau11lu55tiq5zeen52,ok
r03851,253,快船,khua33zeen33,krua5;khau5zeen2;zoen2,,kʰazẽllf,True,result_all_converted.xlsx,kʰua³³zẽ³³,ok,rule_from_trusted_wupin,khua33zeen33,ok
r03852,253,摇四橹的船,yau11sy55lu55tiq5zeen52,yau2;yau6zeen2;zoen2,,,True,result_all_converted.xlsx,ɦɒ¹¹sy⁵⁵lu⁵⁵tiʔ⁵zẽ⁵²,ok,rule_from_trusted_wupin,yau11sy55lu55tiq5zeen52,ok
r03853,253,渡船,du11zeen11,zeen2;zoen2,,dz,True,result_all_converted.xlsx,du¹¹zẽ¹¹,ok,rule_from_trusted_wupin,du11zeen11,ok
r03854,253,细渡船,shi33du33zeen33,zeen2;zoen2,,,True,result_all_converted.xlsx,ɕi³³du³³zẽ³³,ok,rule_from_trusted_wupin,shi33du33zeen33,ok
r03855,253,舵,do113,,,do,True,result_all_converted.xlsx,do¹¹³,ok,rule_from_trusted_wupin,do113,ok
r03856,253,船帮,zeen11paon52,zeen2;zoen2,,kzẽpɒŋ,True,result_all_converted.xlsx,zẽ¹¹pɒŋ⁵²,ok,rule_from_trusted_wupin,zeen11paon52,ok
r03857,253,船沿,zeen11yen52,zeen2;zoen2yen2;yen6,船舷,zẽɦiẽk,True,result_all_converted.xlsx,zẽ¹¹ɦəŋ⁵²,ok,rule_from_trusted_wupin,zeen11yen52,ok
r03858,253,船埒,zeen11laeq5,zeen2;zoen2,,,True,result_all_converted.xlsx,zẽ¹¹læʔ⁵,ok,rule_from_trusted_wupin,zeen11laeq5,ok
r03859,253,船舱,zeen11tshaon52,zeen2;zoen2,,fztsʰɒŋ,True,result_all_converted.xlsx,zẽ¹¹tsʰɒŋ⁵²,ok,rule_from_trusted_wupin,zeen11tshaon52,ok
r03860,253,船篷,zeen11bon52,zeen2;zoen2,,zẽboŋ,True,result_all_converted.xlsx,zẽ¹¹boŋ⁵²,ok,rule_from_trusted_wupin,zeen11bon52,ok
r03861,253,舱盖,tshaon33ke55,,,,True,result_all_converted.xlsx,tsʰɒŋ³³ke⁵⁵,ok,rule_from_trusted_wupin,tshaon33ke55,ok
r03862,253,篷,bon231,,,boŋ,True,result_all_converted.xlsx,boŋ²³¹,ok,rule_from_trusted_wupin,bon231,ok
r03863,253,前梢,jien11sau52,zhien2;zhien2,船头,tʑiẽsɒ,True,result_all_converted.xlsx,dʑiẽ¹¹sɒ⁵²,ok,rule_from_trusted_wupin,jien11sau52,ok
r03864,253,前梢头,jien11sau55deu52,zhien2;zhien2,,iʑiẽʔsɒdɤ,True,result_all_converted.xlsx,dʑiẽ¹¹sɒ⁵⁵dɤ⁵²,ok,rule_from_trusted_wupin,jien11sau55deu52,ok
r03865,253,后梢,gheu115sau52,gheu4;gheu4;gheu4;gheu6,船尾,ɦsɒf,True,result_all_converted.xlsx,ɦɤ¹¹⁵sɒ⁵²,ok,rule_from_trusted_wupin,gheu115sau52,ok
r03866,253,后梢头,gheu115sau55deu52,gheu4;gheu4;gheu4;gheu6,,ɦɤsɒdɤ,True,result_all_converted.xlsx,ɦɤ¹¹⁵sɒ⁵⁵dɤ⁵²,ok,rule_from_trusted_wupin,gheu115sau55deu52,ok
