sample_id	variant	source_split	wupin	ipa_digits_from_wupin	wupin_back	standalone_wupin_back	exact	standalone_exact	forward_status	backward_status
pdf070_p192_0006	original_export	train	thaen335tsy52	tʰæ̃335tsy52	thaen335tsy52	thaen335tsy52	1	1	ok	ok
pdf070_p192_0007	original_export	train	tseen335deu52	tsẽ335də52	tseen335deu52	tseen335deu52	1	1	ok	ok
pdf070_p192_0008	original_export	train	tseen335deu55thau52	tsẽ335də55tʰɤ52	tseen335deu55thau52	tseen335deu55thau52	1	1	ok	ok
pdf070_p192_0009	original_export	train	tseen335deu55i52	tsẽ335də55i52	tseen335deu55i52	tseen335deu55i52	1	1	ok	ok
pdf070_p192_0010	original_export	train	tseen335deu55shin55tsy52	tsẽ335də55ɕiŋ55tsy52	tseen335deu55shin55tsy52	tseen335deu55shin55tsy52	1	1	ok	ok
pdf070_p192_0011	original_export	train	tseen335cin52	tsẽ335tɕiŋ52	tseen335cin52	tseen335cin52	1	1	ok	ok
pdf070_p192_0012	original_export	train	tsoq3jiq5	tsoʔ3dʑiʔ5	tsoq3jiq5	tsoq3jiq5	1	1	ok	ok
pdf070_p192_0013	original_export	train	tshau335jiq54	tsʰɤ335dʑiʔ54	tshau335jiq54	tshau335jiq54	1	1	ok	ok
pdf070_p192_0014	original_export	train	bu11jiq5	bu11dʑiʔ5	bu11jiq5	bu11jiq5	1	1	ok	ok
pdf070_p192_0015	original_export	train	tsan33tsy33	tsaŋ33tsy33	tsan33tsy33	tsan33tsy33	1	1	ok	ok
pdf070_p192_0016	original_export	train	meen11tsan55	mẽ11tsaŋ55	meen11tsan55	meen11tsan55	1	1	ok	ok
pdf070_p192_0017	original_export	train	tsan33lien33	tsaŋ33liẽ33	tsan33lien33	tsan33lien33	1	1	ok	ok
pdf070_p192_0018	original_export	train	tsan33teon33	tsaŋ33təŋ33	tsan33teon33	tsan33teon33	1	1	ok	ok
pdf070_p192_0019	original_export	train	tsan33meen33	tsaŋ33mẽ33	tsan33meen33	tsan33meen33	1	1	ok	ok
pdf070_p192_0020	original_export	train	tsan33keu33	tsaŋ33kə33	tsan33keu33	tsan33keu33	1	1	ok	ok
pdf070_p192_0021	original_export	train	tsan33keen33baon33	tsaŋ33kẽ33bɒŋ33	tsan33keen33baon33	tsan33keen33baon33	1	1	ok	ok
pdf070_p192_0022	original_export	train	tshan33keen55baon52	tsʰaŋ33kẽ55bɒŋ52	tshan33keen55baon52	tshan33keen55baon52	1	1	ok	ok
pdf070_p192_0023	original_export	train	tshaon33lien52	tsʰɒŋ33liẽ52	tshaon33lien52	tshaon33lien52	1	1	ok	ok
pdf070_p192_0024	original_export	train	meen11mu55	mẽ11mu55	meen11mu55	meen11mu55	1	1	ok	ok
pdf070_p192_0025	original_export	train	tsoq3fu55zeen52	tsoʔ3fu55zẽ52	tsoq3fu55zeen52	tsoq3fu55zeen52	1	1	ok	ok
pdf070_p192_0026	original_export	train	tshau335dien55tsy52	tsʰɤ335diẽ55tsy52	tshau335dien55tsy52	tshau335dien55tsy52	1	1	ok	ok
pdf070_p192_0027	original_export	train	tson33dien55	tsoŋ33diẽ55	tson33dien55	tson33dien55	1	1	ok	ok
pdf070_p192_0029	original_export	train	kau335cien52	kɤ335tɕiẽ52	kau335cien52	kau335cien52	1	1	ok	ok
pdf071_p193_0000	original_export	train	san33weq5shiau52	saŋ33ɦuᴇʔ5ɕiɤ52	san33weq5shiau52	san33weq5shiau52	1	1	ok	ok
pdf071_p193_0001	original_export	train	u33laen52	u33læ̃52	u33laen52	u33laen52	1	1	ok	ok
pdf071_p193_0002	original_export	train	huon33tsau55	huoŋ33tsɤ55	huon33tsau55	huon33tsau55	1	1	ok	ok
pdf071_p193_0003	original_export	train	doen11kho52	dø̃11kʰɒ52	doen11kho52	doen11kho52	1	1	ok	ok
pdf071_p193_0004	original_export	train	kau33teon55	kɤ33təŋ55	kau33teon55	kau33teon55	1	1	ok	ok
pdf071_p193_0005	original_export	train	zo115ciu52	zɒ115tɕy52	zo115ciu52	zo115ciu52	1	1	ok	ok
pdf071_p193_0006	original_export	train	da11tsa11	da11tsa11	da11tsa11	da11tsa11	1	1	ok	ok
pdf071_p193_0007	original_export	train	tsa33ngaen33	tsa33ŋæ̃33	tsa33ngaen33	tsa33ngaen33	1	1	ok	ok
pdf071_p193_0008	original_export	train	tsa33tu33	tsa33tu33	tsa33tu33	tsa33tu33	1	1	ok	ok
pdf071_p193_0009	original_export	train	tu335	tu335	tu335	tu335	1	1	ok	ok
pdf071_p193_0010	original_export	train	hue33tshaon52	huᴇ33tsʰɒŋ52	hue33tshaon52	hue33tshaon52	1	1	ok	ok
pdf071_p193_0011	original_export	train	tsa33kheu33	tsa33kʰə33	tsa33kheu33	tsa33kheu33	1	1	ok	ok
pdf071_p193_0012	original_export	train	tsa33laeq3	tsa33læʔ3	tsa33laeq3	tsa33laeq3	1	1	ok	ok
pdf071_p193_0013	original_export	train	kaon33tsa55	kɒŋ33tsa55	kaon33tsa55	kaon33tsa55	1	1	ok	ok
pdf071_p193_0014	original_export	train	fon33lu52	foŋ33lu52	fon33lu52	fon33lu52	1	1	ok	ok
pdf071_p193_0015	original_export	train	lu11saq5	lu11saʔ5	lu11saq5	lu11saq5	1	1	ok	ok
pdf071_p193_0016	original_export	train	hu335don52	hu335doŋ52	hu335don52	hu335don52	1	1	ok	ok
pdf071_p193_0017	original_export	train	hu335thien52	hu335tʰiẽ52	hu335thien52	hu335thien52	1	1	ok	ok
pdf071_p193_0019	original_export	train	hu335shien52	hu335ɕiẽ52	hu335shien52	hu335shien52	1	1	ok	ok
pdf071_p193_0020	original_export	train	hu335geen52	hu335ɡẽ52	hu335geen52	hu335geen52	1	1	ok	ok
pdf071_p193_0021	original_export	train	baeq1hu55kuoen52	bæʔ1hu55kuø̃52	baeq1hu55kuoen52	baeq1hu55kuoen52	1	1	ok	ok
pdf071_p193_0022	original_export	train	baeq1hu55don52	bæʔ1hu55doŋ52	baeq1hu55don52	baeq1hu55don52	1	1	ok	ok
pdf071_p193_0023	original_export	train	kau33ma55tsy52	kɤ33ma55tsy52	kau33ma55tsy52	kau33ma55tsy52	1	1	ok	ok
pdf071_p193_0024	original_export	train	woq23	ɦuoʔ23	woq23	woq23	1	1	ok	ok
pdf071_p193_0025	original_export	train	vaen11woq5	væ̃11ɦuoʔ5	vaen11woq5	vaen11woq5	1	1	ok	ok
pdf071_p193_0026	original_export	train	dau231	dɤ231	dau231	dau231	1	1	ok	ok
pdf071_p193_0027	original_export	train	woq23	ɦuoʔ23	woq23	woq23	1	1	ok	ok
pdf071_p193_0028	original_export	train	so33ku52	sɒ33ku52	so33ku52	so33ku52	1	1	ok	ok
pdf072_p194_0000	original_export	train	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	di11chiq1tsaon11	di11chiq1tsaon11	1	1	ok	ok
pdf072_p194_0001	original_export	train	kaon33tson55ku52	kɒŋ33tsoŋ55ku52	kaon33tson55ku52	kaon33tson55ku52	1	1	ok	ok
pdf072_p194_0002	original_export	train	noen115ku52	nø̃115ku52	noen115ku52	noen115ku52	1	1	ok	ok
pdf072_p194_0003	original_export	train	tseon335boen52	tsəŋ335bø̃52	tseon335boen52	tseon335boen52	1	1	ok	ok
pdf072_p194_0004	original_export	train	yu11don55	ɦy11doŋ55	yu11don55	yu11don55	1	1	ok	ok
pdf072_p194_0005	original_export	train	vaen11don55	væ̃11doŋ55	vaen11don55	vaen11don55	1	1	ok	ok
pdf072_p194_0006	original_export	train	vaen11doen52	væ̃11dø̃52	vaen11doen52	vaen11doen52	1	1	ok	ok
pdf072_p194_0007	original_export	train	vaen11kho52	væ̃11kʰɒ52	vaen11kho52	vaen11kho52	1	1	ok	ok
pdf072_p194_0008	original_export	train	tseon33lon52	tsəŋ33loŋ52	tseon33lon52	tseon33lon52	1	1	ok	ok
pdf072_p194_0009	original_export	train	tseon33lon55theq54	tsəŋ33loŋ55tʰᴇʔ54	tseon33lon55theq54	tseon33lon55theq54	1	1	ok	ok
pdf072_p194_0010	original_export	train	vaen11cia55	væ̃11tɕia55	vaen11cia55	vaen11cia55	1	1	ok	ok
pdf072_p194_0011	original_export	train	ke33	kᴇ33	ke33	ke33	1	1	ok	ok
pdf072_p194_0012	original_export	train	kau33ciaq5	kɤ33tɕiaʔ5	kau33ciaq5	kau33ciaq5	1	1	ok	ok
pdf072_p194_0013	original_export	train	ku33ke55	ku33kᴇ55	ku33ke55	ku33ke55	1	1	ok	ok
pdf072_p194_0014	original_export	train	woq1chian55	ɦuoʔ1tɕʰiaŋ55	woq1chian55	woq1chian55	1	1	ok	ok
pdf072_p194_0015	original_export	train	vaen11biau52	væ̃11biɤ52	vaen11biau52	vaen11biau52	1	1	ok	ok
pdf072_p194_0016	original_export	train	thiq3sy55teu52	tʰiʔ3sy55tə52	thiq3sy55teu52	thiq3sy55teu52	1	1	ok	ok
pdf072_p194_0017	original_export	train	ihiau33teu52	hiɤ33tə52	ihiau33teu52	ihiau33teu52	1	1	ok	ok
pdf072_p194_0018	original_export	train	sy335dzoq54	sy335dzoʔ54	sy335dzoq54	sy335dzoq54	1	1	ok	ok
pdf072_p194_0019	original_export	train	biau231	biɤ231	biau231	biau231	1	1	ok	ok
pdf072_p194_0020	original_export	train	dzoq23	dzoʔ23	dzoq23	dzoq23	1	1	ok	ok
pdf072_p194_0021	original_export	train	don11tiau55	doŋ11tiɤ55	don11tiau55	don11tiau55	1	1	ok	ok
pdf072_p194_0022	original_export	train	dau11lo52	dɤ11lɒ52	dau11lo52	dau11lo52	1	1	ok	ok
pdf072_p194_0023	original_export	train	sau33ci52	sɤ33tɕi52	sau33ci52	sau33ci52	1	1	ok	ok
pdf072_p194_0024	original_export	train	shien335tseu52	ɕiẽ335tsə52	shien335tseu52	shien335tseu52	1	1	ok	ok
pdf072_p194_0025	original_export	train	tshy33tseu55	tsʰy33tsə55	tshy33tseu55	tshy33tseu55	1	1	ok	ok
pdf072_p194_0027	original_export	train	uoen335tsaen52	uø̃335tsæ̃52	uoen335tsaen52	uoen335tsaen52	1	1	ok	ok
pdf072_p194_0028	original_export	train	uoen335tsaq5ti52	uø̃335tsaʔ5ti52	uoen335tsaq5ti52	uoen335tsaq5ti52	1	1	ok	ok
pdf072_p194_0029	original_export	train	uoen335tiq5ti55jien52	uø̃335tiʔ5ti55dʑiẽ52	uoen335tiq5ti55jien52	uoen335tiq5ti55jien52	1	1	ok	ok
pdf072_p194_0030	original_export	train	kau33ciaq5uoen52	kɤ33tɕiaʔ5uø̃52	kau33ciaq5uoen52	kau33ciaq5uoen52	1	1	ok	ok
pdf072_p194_0033	original_export	train	ti335jien55a55tiq5uoen52	ti335dʑiẽ55a55tiʔ5uø̃52	ti335jien55a55tiq5uoen52	ti335jien55a55tiq5uoen52	1	1	ok	ok
pdf073_p195_0000	original_export	train	he335uoen52	hᴇ335uø̃52	he335uoen52	he335uoen52	1	1	ok	ok
pdf073_p195_0001	original_export	train	cieu335tson52	tɕiə335tsoŋ52	cieu335tson52	cieu335tson52	1	1	ok	ok
pdf073_p195_0002	original_export	train	lau115cieu55wu52	lɤ115tɕiə55ɦu52	lau115cieu55wu52	lau115cieu55wu52	1	1	ok	ok
pdf073_p195_0003	original_export	train	ciq3su55wu52	tɕiʔ3su55ɦu52	ciq3su55wu52	ciq3su55wu52	1	1	ok	ok
pdf073_p195_0004	original_export	train	cieu335haeq54	tɕiə335hæʔ54	cieu335haeq54	cieu335haeq54	1	1	ok	ok
pdf073_p195_0005	original_export	train	don115boen52	doŋ115bø̃52	don115boen52	don115boen52	1	1	ok	ok
pdf073_p195_0006	original_export	train	diq23	diʔ23	diq23	diq23	1	1	ok	ok
pdf073_p195_0007	original_export	train	khua33	kʰua33	khua33	khua33	1	1	ok	ok
pdf073_p195_0008	original_export	train	dzy11lon11	dzy11loŋ11	dzy11lon11	dzy11lon11	1	1	ok	ok
pdf073_p195_0009	original_export	train	khua33don33	kʰua33doŋ33	khua33don33	khua33don33	1	1	ok	ok
pdf073_p195_0010	original_export	train	biau11kan52	biɤ11kaŋ52	biau11kan52	biau11kan52	1	1	ok	ok
pdf073_p195_0011	original_export	train	lien11tsy55phiau55me52	liẽ11tsy55pʰiɤ55mᴇ52	lien11tsy55phiau55me52	lien11tsy55phiau55me52	1	1	ok	ok
pdf073_p195_0012	original_export	train	uoen335cia52	uø̃335tɕia52	uoen335cia52	uoen335cia52	1	1	ok	ok
pdf073_p195_0013	original_export	train	jiu231	dʑy231	jiu231	jiu231	1	1	ok	ok
pdf073_p195_0014	original_export	train	lian11jiu52	liaŋ11dʑy52	lian11jiu52	lian11jiu52	1	1	ok	ok
pdf073_p195_0015	original_export	train	tiau33jiu33	tiɤ33dʑy33	tiau33jiu33	tiau33jiu33	1	1	ok	ok
pdf073_p195_0016	original_export	train	dzo11wu52	dzɒ11ɦu52	dzo11wu52	dzo11wu52	1	1	ok	ok
pdf073_p195_0017	original_export	train	sau33sy55wu52	sɤ33sy55ɦu52	sau33sy55wu52	sau33sy55wu52	1	1	ok	ok
pdf073_p195_0018	original_export	train	dzo11pe52	dzɒ11pᴇ52	dzo11pe52	dzo11pe52	1	1	ok	ok
pdf073_p195_0019	original_export	train	pe33tsy55	pᴇ33tsy55	pe33tsy55	pe33tsy55	1	1	ok	ok
pdf073_p195_0020	original_export	train	dzo11kaon52	dzɒ11kɒŋ52	dzo11kaon52	dzo11kaon52	1	1	ok	ok
pdf073_p195_0021	original_export	train	dzo11uoen55	dzɒ11uø̃55	dzo11uoen55	dzo11uoen55	1	1	ok	ok
pdf073_p195_0022	original_export	train	dzo11tson52	dzɒ11tsoŋ52	dzo11tson52	dzo11tson52	1	1	ok	ok
pdf073_p195_0023	original_export	train	mheen33ke55uoen52	hmẽ33kᴇ55uø̃52	mheen33ke55uoen52	mheen33ke55uoen52	1	1	ok	ok
pdf073_p195_0025	original_export	train	dzo11boen52	dzɒ11bø̃52	dzo11boen52	dzo11boen52	1	1	ok	ok
pdf073_p195_0026	original_export	train	gniq1sy55wu52	ȵiʔ1sy55ɦu52	gniq1sy55wu52	gniq1sy55wu52	1	1	ok	ok
pdf073_p195_0028	original_export	train	lan115sy55wu52	laŋ115sy55ɦu52	lan115sy55wu52	lan115sy55wu52	1	1	ok	ok
pdf073_p195_0029	original_export	train	bin231	biŋ231	bin231	bin231	1	1	ok	ok
pdf073_p195_0030	original_export	train	kuoen33deu33	kuø̃33də33	kuoen33deu33	kuoen33deu33	1	1	ok	ok
pdf073_p195_0031	original_export	train	tshe33bin33	tsʰᴇ33biŋ33	tshe33bin33	tshe33bin33	1	1	ok	ok
pdf074_p196_0000	original_export	train	bin231	biŋ231	bin231	bin231	1	1	ok	ok
pdf074_p196_0001	original_export	train	peq3deu52	pᴇʔ3də52	peq3deu52	peq3deu52	1	1	ok	ok
pdf074_p196_0002	original_export	train	yeu11toen52	ɦiə11tø̃52	yeu11toen52	yeu11toen52	1	1	ok	ok
pdf074_p196_0003	original_export	train	daen231	dæ̃231	daen231	daen231	1	1	ok	ok
pdf074_p196_0004	original_export	train	bin11ke55deu52	biŋ11kᴇ55də52	bin11ke55deu52	bin11ke55deu52	1	1	ok	ok
pdf074_p196_0005	original_export	train	bin11sa55	biŋ11sa55	bin11sa55	bin11sa55	1	1	ok	ok
pdf074_p196_0006	original_export	train	leu11teu11	lə11tə11	leu11teu11	leu11teu11	1	1	ok	ok
pdf074_p196_0007	original_export	train	sy33tsy55kaon52	sy33tsy55kɒŋ52	sy33tsy55kaon52	sy33tsy55kaon52	1	1	ok	ok
pdf074_p196_0008	original_export	train	chiq3zaq5kaon52	tɕʰiʔ3zaʔ5kɒŋ52	chiq3zaq5kaon52	chiq3zaq5kaon52	1	1	ok	ok
pdf074_p196_0009	original_export	train	da11sy11kaon11	da11sy11kɒŋ11	da11sy11kaon11	da11sy11kaon11	1	1	ok	ok
pdf074_p196_0010	original_export	train	taen33don55	tæ̃33doŋ55	taen33don55	taen33don55	1	1	ok	ok
pdf074_p196_0011	original_export	train	teu335don52	tə335doŋ52	teu335don52	teu335don52	1	1	ok	ok
pdf074_p196_0012	original_export	train	chiq3don55	tɕʰiʔ3doŋ55	chiq3don55	chiq3don55	1	1	ok	ok
pdf074_p196_0013	original_export	train	tiau33don33	tiɤ33doŋ33	tiau33don33	tiau33don33	1	1	ok	ok
pdf074_p196_0014	original_export	train	bo11tau11	bɒ11tɤ11	bo11tau11	bo11tau11	1	1	ok	ok
pdf074_p196_0015	original_export	train	tseen33paen55	tsẽ33pæ̃55	tseen33paen55	tseen33paen55	1	1	ok	ok
pdf074_p196_0016	original_export	train	toen33deu52	tø̃33də52	toen33deu52	toen33deu52	1	1	ok	ok
pdf074_p196_0017	original_export	train	sy335kaon52	sy335kɒŋ52	sy335kaon52	sy335kaon52	1	1	ok	ok
pdf074_p196_0018	original_export	train	dien11sy55peq5deu52	diẽ11sy55pᴇʔ5də52	dien11sy55peq5deu52	dien11sy55peq5deu52	1	1	ok	ok
pdf074_p196_0019	original_export	train	ci33za52	tɕi33za52	ci33za52	ci33za52	1	1	ok	ok
pdf074_p196_0020	original_export	train	keu335chi55saeq54	kə335tɕʰi55sæʔ54	keu335chi55saeq54	keu335chi55saeq54	1	1	ok	ok
pdf074_p196_0022	original_export	train	za231	za231	za231	za231	1	1	ok	ok
pdf074_p196_0023	original_export	train	daon11za52	dɒŋ11za52	daon11za52	daon11za52	1	1	ok	ok
pdf074_p196_0024	original_export	train	moq1za52	moʔ1za52	moq1za52	moq1za52	1	1	ok	ok
pdf074_p196_0025	original_export	train	dau115tshau52	dɤ115tsʰɤ52	dau115tshau52	dau115tshau52	1	1	ok	ok
pdf074_p196_0026	original_export	train	maq1keen55tshau52	maʔ1kẽ55tsʰɤ52	maq1keen55tshau52	maq1keen55tshau52	1	1	ok	ok
pdf074_p196_0028	original_export	train	bau11huo11za11	bɤ11huɒ11za11	bau11huo11za11	bau11huo11za11	1	1	ok	ok
pdf075_p197_0000	original_export	train	faeq3hu55za52	fæʔ3hu55za52	faeq3hu55za52	faeq3hu55za52	1	1	ok	ok
pdf075_p197_0001	original_export	train	me11deu52	mᴇ11də52	me11deu52	me11deu52	1	1	ok	ok
pdf075_p197_0002	original_export	train	za11te52	za11tᴇ52	za11te52	za11te52	1	1	ok	ok
pdf075_p197_0003	original_export	train	hu335te55deu52	hu335tᴇ55də52	hu335te55deu52	hu335te55deu52	1	1	ok	ok
pdf075_p197_0004	original_export	train	son33mhau55za52	soŋ33hmɤ55za52	son33mhau55za52	son33mhau55za52	1	1	ok	ok
pdf075_p197_0005	original_export	train	za11tau52	za11tɤ52	za11tau52	za11tau52	1	1	ok	ok
pdf075_p197_0006	original_export	train	za11kaen52	za11kæ̃52	za11kaen52	za11kaen52	1	1	ok	ok
pdf075_p197_0007	original_export	train	thaen33	tʰæ̃33	thaen33	thaen33	1	1	ok	ok
pdf075_p197_0008	original_export	train	kaon33thaen55	kɒŋ33tʰæ̃55	kaon33thaen55	kaon33thaen55	1	1	ok	ok
pdf075_p197_0009	original_export	train	fu33thaen55	fu33tʰæ̃55	fu33thaen55	fu33thaen55	1	1	ok	ok
pdf075_p197_0010	original_export	train	thaen33	tʰæ̃33	thaen33	thaen33	1	1	ok	ok
pdf075_p197_0011	original_export	train	me231	mᴇ231	me231	me231	1	1	ok	ok
pdf075_p197_0012	original_export	train	me11yeu52	mᴇ11ɦiə52	me11yeu52	me11yeu52	1	1	ok	ok
pdf075_p197_0014	original_export	train	hu335yeu52	hu335ɦiə52	hu335yeu52	hu335yeu52	1	1	ok	ok
pdf075_p197_0015	original_export	train	chi33yeu33	tɕʰi33ɦiə33	chi33yeu33	chi33yeu33	1	1	ok	ok
pdf075_p197_0016	original_export	train	boen11zy55lin52	bø̃11zy55liŋ52	boen11zy55lin52	boen11zy55lin52	1	1	ok	ok
pdf075_p197_0017	original_export	train	zy115le55hu52	zy115lᴇ55hu52	zy115le55hu52	zy115le55hu52	1	1	ok	ok
pdf075_p197_0018	original_export	train	cien33le33hu33	tɕiẽ33lᴇ33hu33	cien33le33hu33	cien33le33hu33	1	1	ok	ok
pdf075_p197_0019	original_export	train	hu335za52	hu335za52	hu335za52	hu335za52	1	1	ok	ok
pdf075_p197_0020	original_export	train	zy115le55hu55kuaon52	zy115lᴇ55hu55kuɒŋ52	zy115le55hu55kuaon52	zy115le55hu55kuaon52	1	1	ok	ok
pdf075_p197_0021	original_export	train	hu335zaq54	hu335zaʔ54	hu335zaq54	hu335zaq54	1	1	ok	ok
pdf075_p197_0022	original_export	train	son33meen55	soŋ33mẽ55	son33meen55	son33meen55	1	1	ok	ok
pdf075_p197_0023	original_export	train	lian11miq1	liaŋ11miʔ1	lian11miq1	lian11miq1	1	1	ok	ok
pdf075_p197_0024	original_export	train	woq1hue52	ɦuoʔ1huᴇ52	woq1hue52	woq1hue52	1	1	ok	ok
pdf075_p197_0025	original_export	train	me231	mᴇ231	me231	me231	1	1	ok	ok
pdf075_p197_0026	original_export	train	lian11	liaŋ11	lian11	lian11	1	1	ok	ok
pdf075_p197_0027	original_export	train	teon33tsaen55	təŋ33tsæ̃55	teon33tsaen55	teon33tsaen55	1	1	ok	ok
pdf075_p197_0028	original_export	train	yeu11teon55tsaen52	ɦiə11təŋ55tsæ̃52	yeu11teon55tsaen52	yeu11teon55tsaen52	1	1	ok	ok
pdf076_p198_0000	original_export	val	teon33shin52	təŋ33ɕiŋ52	teon33shin52	teon33shin52	1	1	ok	ok
pdf076_p198_0001	original_export	val	teon33the52	təŋ33tʰᴇ52	teon33the52	teon33the52	1	1	ok	ok
pdf076_p198_0002	original_export	val	teon33lon52	təŋ33loŋ52	teon33lon52	teon33lon52	1	1	ok	ok
pdf076_p198_0003	original_export	train	yan11yeu55teon52	ɦiaŋ11ɦiə55təŋ52	yan11yeu55teon52	yan11yeu55teon52	1	1	ok	ok
pdf076_p198_0004	original_export	val	me115fu55teon52	mᴇ115fu55təŋ52	me115fu55teon52	me115fu55teon52	1	1	ok	ok
pdf076_p198_0005	original_export	val	mha33teon52	hma33təŋ52	mha33teon52	mha33teon52	1	1	ok	ok
pdf076_p198_0006	original_export	val	dien11teon11	diẽ11təŋ11	dien11teon11	dien11teon11	1	1	ok	ok
pdf076_p198_0007	original_export	val	dien11teon11phau11	diẽ11təŋ11pʰɤ11	dien11teon11phau11	dien11teon11phau11	1	1	ok	ok
pdf076_p198_0008	original_export	val	teon33phau52	təŋ33pʰɤ52	teon33phau52	teon33phau52	1	1	ok	ok
pdf076_p198_0009	original_export	val	the33teon52	tʰᴇ33təŋ52	the33teon52	the33teon52	1	1	ok	ok
pdf076_p198_0010	original_export	val	piq3teon52	piʔ3təŋ52	piq3teon52	piq3teon52	1	1	ok	ok
pdf076_p198_0011	original_export	val	tiau33teon33	tiɤ33təŋ33	tiau33teon33	tiau33teon33	1	1	ok	ok
pdf076_p198_0012	original_export	val	gni11kuaon11teon11	ȵi11kuɒŋ11təŋ11	gni11kuaon11teon11	gni11kuaon11teon11	1	1	ok	ok
pdf076_p198_0013	original_export	train	teon33kuoen55	təŋ33kuø̃55	teon33kuoen55	teon33kuoen55	1	1	ok	ok
pdf076_p198_0014	original_export	train	teon33tsau55	təŋ33tsɤ55	teon33tsau55	teon33tsau55	1	1	ok	ok
pdf076_p198_0015	original_export	val	hu335piau52	hu335piɤ52	hu335piau52	hu335piau52	1	1	ok	ok
pdf076_p198_0016	original_export	val	dien11piau11	diẽ11piɤ11	dien11piau11	dien11piau11	1	1	ok	ok
pdf076_p198_0017	original_export	train	dien11don11	diẽ11doŋ11	dien11don11	dien11don11	1	1	ok	ok
pdf076_p198_0018	original_export	train	seu335dien52	sə335diẽ52	seu335dien52	seu335dien52	1	1	ok	ok
pdf076_p198_0019	original_export	val	dien11dzy11	diẽ11dzy11	dien11dzy11	dien11dzy11	1	1	ok	ok
pdf076_p198_0020	original_export	train	dien11yeu11	diẽ11ɦiə11	dien11yeu11	dien11yeu11	1	1	ok	ok
pdf076_p198_0021	original_export	val	laeq1tsoq5	læʔ1tsoʔ5	laeq1tsoq5	laeq1tsoq5	1	1	ok	ok
pdf076_p198_0022	original_export	val	yan11laeq5tsoq54	ɦiaŋ11læʔ5tsoʔ54	yan11laeq5tsoq54	yan11laeq5tsoq54	1	1	ok	ok
pdf076_p198_0023	original_export	val	hu335lu52	hu335lu52	hu335lu52	hu335lu52	1	1	ok	ok
pdf076_p198_0024	original_export	train	noen115lu52	nø̃115lu52	noen115lu52	noen115lu52	1	1	ok	ok
pdf076_p198_0025	original_export	train	hu335tshon52	hu335tsʰoŋ52	hu335tshon52	hu335tshon52	1	1	ok	ok
pdf076_p198_0026	original_export	val	hu335been52	hu335bẽ52	hu335been52	hu335been52	1	1	ok	ok
pdf076_p198_0027	original_export	val	thaon33bo55tsy52	tʰɒŋ33bɒ55tsy52	thaon33bo55tsy52	thaon33bo55tsy52	1	1	ok	ok
pdf076_p198_0028	original_export	train	gniq1sy55bin52	ȵiʔ1sy55biŋ52	gniq1sy55bin52	gniq1sy55bin52	1	1	ok	ok
pdf076_p198_0029	original_export	val	gniq1sy55de52	ȵiʔ1sy55dᴇ52	gniq1sy55de52	gniq1sy55de52	1	1	ok	ok
pdf077_p199_0000	original_export	test	lien115been52	liẽ115bẽ52	lien115been52	lien115been52	1	1	ok	ok
pdf077_p199_0001	original_export	test	lien115been55cia52	liẽ115bẽ55tɕia52	lien115been55cia52	lien115been55cia52	1	1	ok	ok
pdf077_p199_0002	original_export	test	ciaq3don55	tɕiaʔ3doŋ55	ciaq3don55	ciaq3don55	1	1	ok	ok
pdf077_p199_0003	original_export	test	mhau33cin52	hmɤ33tɕiŋ52	mhau33cin52	mhau33cin52	1	1	ok	ok
pdf077_p199_0004	original_export	test	seu335cin52	sə335tɕiŋ52	seu335cin52	seu335cin52	1	1	ok	ok
pdf077_p199_0005	original_export	test	ciaq3pu55	tɕiaʔ3pu55	ciaq3pu55	ciaq3pu55	1	1	ok	ok
pdf077_p199_0006	original_export	test	tshaeq3ciaq5pu52	tsʰæʔ3tɕiaʔ5pu52	tshaeq3ciaq5pu52	tshaeq3ciaq5pu52	1	1	ok	ok
pdf077_p199_0007	original_export	test	bi11zau55	bi11zɤ55	bi11zau55	bi11zau55	1	1	ok	ok
pdf077_p199_0008	original_export	test	yan11bi55zau52	ɦiaŋ11bi55zɤ52	yan11bi55zau52	yan11bi55zau52	1	1	ok	ok
pdf077_p199_0009	original_export	test	shian33bi55zau52	ɕiaŋ33bi55zɤ52	shian33bi55zau52	shian33bi55zau52	1	1	ok	ok
pdf077_p199_0010	original_export	test	yaq1sy55bi55zau52	ɦiaʔ1sy55bi55zɤ52	yaq1sy55bi55zau52	yaq1sy55bi55zau52	1	1	ok	ok
pdf077_p199_0011	original_export	test	shian33sy55	ɕiaŋ33sy55	shian33sy55	shian33sy55	1	1	ok	ok
pdf077_p199_0012	original_export	test	huo33lu55sy52	huɒ33lu55sy52	huo33lu55sy52	huo33lu55sy52	1	1	ok	ok
pdf077_p199_0013	original_export	test	san33faeq5yeu52	saŋ33fæʔ5ɦiə52	san33faeq5yeu52	san33faeq5yeu52	1	1	ok	ok
pdf077_p199_0014	original_export	test	kaen335tsy52	kæ̃335tsy52	kaen335tsy52	kaen335tsy52	1	1	ok	ok
pdf077_p199_0015	original_export	test	lau115kaen52	lɤ115kæ̃52	lau115kaen52	lau115kaen52	1	1	ok	ok
pdf077_p199_0016	original_export	test	shi335i55feen52	ɕi335i55fẽ52	shi335i55feen52	shi335i55feen52	1	1	ok	ok
pdf077_p199_0017	original_export	test	bi11zau55feen52	bi11zɤ55fẽ52	bi11zau55feen52	bi11zau55feen52	1	1	ok	ok
